"rk","player","min","gca","sca","cmp_percent","won_percent","succ_percent","carries","int","tkl","season","age","nation","team","comp","mp","min_2","x90s","starts","subs","un_sub","gls","ast","g_a","g_pk","pk","p_katt","p_km","cmp","att","cmp_percent_2","kp","x3_jan","ppa","crs_pa","prg_p","tot_dist","prg_dist","cmp_2","att_2","cmp_percent_3","cmp_3","att_3","cmp_percent_4","cmp_4","att_4","cmp_percent_5","sca_2","pass_live","pass_dead","to","sh","fld","def","gca_2","pass_live_2","pass_dead_2","to_2","sh_2","fld_2","def_2","carries_2","tot_dist_2","prg_dist_2","prg_c","x3_jan_2","cpa","mis","dis","rec","prg_r","att_5","succ","succ_percent_2","tkld","tkld_percent","tkl_2","tkl_w","def_3rd","mid_3rd","att_3rd","tkl_3","att_6","tkl_percent","lost","blocks","sh_3","pass","int_2","tkl_int","clr","err","won","lost_2","won_percent_2","pos"
"1151","Milan Badelj",2844,"2","72","78.1","54.8","68","944","85","64","2021-2022","32","hr CRO","Genoa","it Serie A","34","2,844","31.6","34","0","1","1","0","1","1","0","0","0","1230","1575","78.1","26","144","17","3","176","21537","7729","548","650","84.3","523","621","84.2","124","210","59","72","64","0","1","1","2","4","2","0","0","1","0","1","0","944","3678","1469","19","32","6","47","26","1119","24","50","34","68","16","32","64","37","25","30","9","34","80","42.5","46","39","7","32","85","149","43","0","34","28","54.8","MF"
"1152","Martín Cáceres",832,"1","14","68.8","50","100","270","14","13","2021-2022","34","uy URU","Cagliari","it Serie A","14","832","9.2","9","5","0","1","1","2","1","0","0","0","311","452","68.8","5","29","3","0","34","6204","2385","121","141","85.8","136","191","71.2","47","96","49","14","12","0","0","2","0","0","1","1","0","0","0","0","0","270","1273","610","8","6","0","7","2","284","7","1","1","100","0","0","13","7","5","5","3","4","12","33.3","8","12","3","9","14","27","21","0","5","5","50","DF"
"1153","Daniele Baselli",440,"1","17","72.5","30.8","45.5","152","3","9","2021-2022","29","it ITA","2 Teams","it Serie A","15","440","4.9","2","13","15","0","1","1","0","0","0","0","174","240","72.5","9","16","4","1","24","2888","1045","93","119","78.2","55","70","78.6","19","36","52.8","17","9","4","0","2","0","2","1","0","1","0","0","0","0","152","758","297","5","11","0","8","8","169","16","11","5","45.5","6","54.5","9","8","5","1","3","3","11","27.3","8","2","0","2","3","12","7","0","4","9","30.8","MF,FW"
"1154","Kelvin Yeboah",850,"3","34","63.5","41.9","36.1","198","1","14","2021-2022","21","it ITA","Genoa","it Serie A","17","850","9.4","9","8","0","0","1","1","0","0","0","0","113","178","63.5","13","7","5","2","11","1392","441","74","100","74","24","39","61.5","4","8","50","34","21","0","3","2","7","1","3","2","0","0","0","1","0","198","1318","527","23","15","10","44","13","240","60","36","13","36.1","22","61.1","14","7","5","7","2","9","19","47.4","10","22","1","21","1","15","7","0","31","43","41.9","FW,MF"
"1155","Pasquale Mazzocchi",2512,"4","46","73.4","53.7","47.3","787","32","46","2021-2022","26","it ITA","2 Teams","it Serie A","33","2,512","27.9","30","3","1","0","2","2","0","0","0","0","862","1175","73.4","23","50","24","15","73","14547","5453","440","503","87.5","318","431","73.8","86","180","47.8","46","32","8","0","1","4","1","4","3","1","0","0","0","0","787","5564","2784","87","57","5","65","25","798","89","74","35","47.3","39","52.7","46","27","26","15","5","24","60","40","36","16","8","8","32","78","62","1","22","19","53.7","DF"
"1156","Luis Muriel",1539,"14","121","71.7","48.4","59.6","629","4","15","2021-2022","30","co COL","Atalanta","it Serie A","27","1,539","17.1","17","10","4","9","8","17","7","2","2","0","541","755","71.7","60","42","32","4","86","8311","2422","293","362","80.9","158","224","70.5","52","94","55.3","121","67","26","13","9","6","0","14","10","1","3","0","0","0","629","3982","1642","57","45","43","63","47","779","214","104","62","59.6","42","40.4","15","4","2","7","6","3","19","15.8","16","12","0","12","4","19","5","0","30","32","48.4","FW,MF"
"1157","Salvador Ferrer",1495,"4","31","75.1","59.6","66.7","419","18","32","2021-2022","23","es ESP","Spezia","it Serie A","27","1,495","16.6","14","13","11","0","3","3","0","0","0","0","573","763","75.1","15","50","16","11","67","10266","3534","242","293","82.6","258","324","79.6","62","103","60.2","31","25","4","1","0","0","1","4","3","0","0","0","0","1","419","2096","1107","24","18","2","11","10","484","52","12","8","66.7","4","33.3","32","18","15","9","8","12","25","48","13","24","12","12","18","50","46","0","34","23","59.6","DF,MF"
"1158","Emanuel Vignato",594,"2","28","84","60","85.7","274","2","12","2021-2022","20","it ITA","Bologna","it Serie A","24","594","6.6","3","21","11","0","1","1","0","0","0","0","341","406","84","12","32","11","2","55","5179","1418","197","215","91.6","107","118","90.7","25","33","75.8","28","23","2","2","1","0","0","2","2","0","0","0","0","0","274","1787","834","22","17","4","10","9","320","37","14","12","85.7","2","14.3","12","7","5","7","0","6","13","46.2","7","2","0","2","2","14","5","0","6","4","60","MF,DF"
"1159","Filip Đuričić",671,"2","26","79.9","37.5","62.1","215","4","13","2021-2022","29","rs SRB","Sassuolo","it Serie A","12","671","7.5","9","3","3","2","1","3","2","0","0","0","179","224","79.9","11","14","16","0","28","2580","765","107","125","85.6","58","68","85.3","8","8","100","26","19","0","5","1","0","1","2","2","0","0","0","0","0","215","1397","780","25","20","8","19","14","243","40","29","18","62.1","11","37.9","13","10","7","1","5","5","13","38.5","8","7","1","6","4","17","1","0","3","5","37.5","MF,FW"
"1160","Beto",2173,"3","49","68.2","37.2","54.1","383","5","21","2021-2022","23","gw GNB","Udinese","it Serie A","28","2,173","24.1","24","4","0","11","0","11","11","0","0","0","247","362","68.2","20","23","11","1","26","3463","584","151","204","74","71","109","65.1","12","17","70.6","49","31","0","7","9","2","0","3","1","0","0","2","0","0","383","2165","816","31","33","16","104","54","491","119","74","40","54.1","33","44.6","21","6","2","14","5","9","19","47.4","10","16","1","15","5","26","25","1","73","123","37.2","FW"
"1161","Alexis Saelemaekers",1865,"8","82","78.4","39.1","56.5","687","15","43","2021-2022","22","be BEL","Milan","it Serie A","36","1,865","20.7","22","14","2","1","3","4","1","0","0","0","681","869","78.4","38","45","26","10","54","9508","2300","438","500","87.6","189","241","78.4","34","60","56.7","82","61","3","8","5","4","1","8","5","0","1","0","2","0","687","4482","2160","63","39","16","54","29","827","161","92","52","56.5","40","43.5","43","22","12","17","14","15","51","29.4","36","19","0","19","15","58","8","0","9","14","39.1","FW"
"1162","Fabio Quagliarella",1664,"8","49","68.7","33.3","47.8","383","3","6","2021-2022","38","it ITA","Sampdoria","it Serie A","33","1,664","18.5","19","14","3","4","2","6","3","1","1","0","320","466","68.7","19","28","18","7","39","5214","1113","173","220","78.6","91","128","71.1","39","66","59.1","49","35","0","5","6","2","1","8","7","0","1","0","0","0","383","1517","575","17","12","2","49","26","490","140","23","11","47.8","12","52.2","6","2","2","2","2","2","15","13.3","13","14","1","13","3","9","12","0","18","36","33.3","FW"
"1163","Federico Bernardeschi",1475,"4","62","76.4","29.2","52.5","468","5","16","2021-2022","27","it ITA","Juventus","it Serie A","28","1,475","16.4","16","12","3","1","3","4","1","0","0","0","452","592","76.4","17","31","22","2","73","7374","1931","241","274","88","151","186","81.2","44","82","53.7","62","40","5","6","8","3","0","4","3","0","0","1","0","0","468","3321","1409","40","31","19","35","14","548","111","61","32","52.5","29","47.5","16","10","7","4","5","6","13","46.2","7","12","4","8","5","21","15","0","7","17","29.2","MF,FW"
"1164","Kevin Strootman",640,"0","6","80.7","45.5","80","228","10","8","2021-2022","31","nl NED","Cagliari","it Serie A","10","640","7.1","7","3","6","0","0","0","0","0","0","0","297","368","80.7","3","36","1","1","38","5406","1706","131","154","85.1","127","141","90.1","36","59","61","6","5","1","0","0","0","0","0","0","0","0","0","0","0","228","797","424","6","5","0","6","2","276","6","5","4","80","1","20","8","4","2","4","2","5","12","41.7","7","11","2","9","10","18","15","0","5","6","45.5","MF"
"1165","Abdoulaye Touré",430,"0","4","75.6","55.6","66.7","120","4","12","2021-2022","27","gn GUI","Genoa","it Serie A","8","430","4.8","6","2","10","0","0","0","0","0","0","0","130","172","75.6","1","12","0","0","17","1934","383","66","85","77.6","50","64","78.1","7","10","70","4","3","0","1","0","0","0","0","0","0","0","0","0","0","120","459","186","2","1","1","4","4","128","4","9","6","66.7","3","33.3","12","4","3","8","1","5","11","45.5","6","6","1","5","4","16","6","0","5","4","55.6","MF"
"1166","Tomás Rincón",1329,"1","16","83.2","51.5","86.4","452","20","24","2021-2022","33","ve VEN","2 Teams","it Serie A","24","1,329","14.8","14","10","11","0","0","0","0","0","0","0","553","665","83.2","6","56","6","0","53","9711","2855","258","294","87.8","221","254","87","65","89","73","16","13","1","0","0","2","0","1","1","0","0","0","0","0","452","1931","929","12","11","2","15","13","543","20","22","19","86.4","3","13.6","24","15","11","10","3","13","37","35.1","24","18","3","15","20","44","15","0","17","16","51.5","MF"
"1167","Koray Günter",2411,"0","15","80.4","62.5","60","736","69","32","2021-2022","26","de GER","Hellas Verona","it Serie A","30","2,411","26.8","29","1","2","0","0","0","0","0","0","0","1035","1288","80.4","7","65","2","0","106","21659","9788","298","357","83.5","559","638","87.6","162","247","65.6","15","13","1","0","0","0","1","0","0","0","0","0","0","0","736","4249","2321","10","7","1","15","2","722","3","5","3","60","2","40","32","18","19","11","2","16","32","50","16","27","21","6","69","101","110","1","90","54","62.5","DF"
"1168","Nedim Bajrami",2054,"7","104","69.2","0","59.2","639","3","21","2021-2022","22","al ALB","Empoli","it Serie A","35","2,054","22.8","23","12","3","6","5","11","3","3","3","0","621","898","69.2","54","49","44","8","117","9775","3179","327","387","84.5","220","286","76.9","50","149","33.6","104","66","21","8","5","1","3","7","5","1","0","1","0","0","639","4134","2072","72","39","27","55","34","742","177","71","42","59.2","29","40.8","21","14","5","13","3","4","14","28.6","10","11","0","11","3","24","8","0","0","14","0","MF,FW"
"1169","Fodé Ballo-Touré",446,"2","13","84.6","35.7","50","188","3","18","2021-2022","24","sn SEN","Milan","it Serie A","10","446","5","5","5","22","0","0","0","0","0","0","0","230","272","84.6","4","13","8","3","20","3621","957","121","134","90.3","92","106","86.8","11","16","68.8","13","11","0","1","0","1","0","2","2","0","0","0","0","0","188","1190","642","17","10","0","5","6","196","48","10","5","50","5","50","18","14","5","13","0","4","9","44.4","5","6","2","4","3","21","5","0","5","9","35.7","DF"
"1170","Dalbert Henrique",2081,"5","57","70.4","40.3","34.5","487","24","43","2021-2022","27","br BRA","Cagliari","it Serie A","28","2,081","23.1","27","1","2","0","2","2","0","0","0","0","592","841","70.4","29","40","23","15","53","10861","3644","247","297","83.2","254","343","74.1","75","140","53.6","57","41","14","0","1","1","0","5","3","1","0","1","0","0","487","2352","1114","33","30","4","38","19","525","96","29","10","34.5","19","65.5","43","23","23","16","4","11","35","31.4","24","28","5","23","24","67","34","0","25","37","40.3","DF,MF"
"1171","Junior Messias",1428,"3","53","66.9","45.9","47.6","462","17","34","2021-2022","30","br BRA","Milan","it Serie A","26","1,428","15.9","14","12","1","5","2","7","5","0","0","0","364","544","66.9","21","27","22","4","45","5269","1431","217","276","78.6","113","177","63.8","20","53","37.7","53","33","2","5","8","4","1","3","2","0","0","1","0","0","462","3314","1949","63","47","19","46","17","501","124","63","30","47.6","33","52.4","34","18","11","14","9","15","34","44.1","19","11","1","10","17","51","17","0","28","33","45.9","FW,MF"
"1172","Morten Frendrup",695,"2","14","68.5","54.5","60","170","17","40","2021-2022","20","dk DEN","Genoa","it Serie A","10","695","7.7","6","4","5","0","0","0","0","0","0","0","239","349","68.5","4","22","4","2","25","3865","1541","114","141","80.9","92","127","72.4","21","44","47.7","14","9","0","1","1","0","3","2","1","0","0","0","0","1","170","981","357","13","8","2","15","3","162","9","5","3","60","2","40","40","24","19","13","8","13","29","44.8","16","19","2","17","17","57","7","1","12","10","54.5","DF,MF"
"1173","Albin Ekdal",1637,"0","19","78.8","58.5","65.2","455","29","43","2021-2022","32","se SWE","Sampdoria","it Serie A","26","1,637","18.2","19","7","5","1","0","1","1","0","0","0","589","747","78.8","7","48","5","0","62","9577","2870","298","358","83.2","225","268","84","50","77","64.9","19","14","0","0","3","2","0","0","0","0","0","0","0","0","455","2192","914","10","11","1","13","11","511","20","23","15","65.2","8","34.8","43","28","17","21","5","26","56","46.4","30","27","7","20","29","72","25","0","24","17","58.5","MF"
"1174","Isaac Success",911,"8","42","62.5","30.8","65.5","282","2","5","2021-2022","25","ng NGA","Udinese","it Serie A","22","911","10.1","11","11","2","2","6","8","2","0","0","0","173","277","62.5","16","14","6","0","22","2668","709","102","143","71.3","50","77","64.9","15","28","53.6","42","28","0","6","3","4","1","8","8","0","0","0","0","0","282","1262","575","16","12","7","37","27","355","84","29","19","65.5","10","34.5","5","2","0","3","2","1","5","20","4","2","0","2","2","7","6","0","16","36","30.8","FW,MF"
"1175","Tammy Abraham",3084,"14","94","69.7","49.4","49.4","494","5","27","2021-2022","23","eng ENG","Roma","it Serie A","37","3,084","34.3","36","1","0","17","4","21","14","3","3","0","485","696","69.7","38","35","27","3","70","6820","1622","293","401","73.1","134","180","74.4","28","39","71.8","94","62","1","6","17","7","1","14","6","0","2","3","3","0","494","2592","1129","41","31","22","86","41","736","199","77","38","49.4","39","50.6","27","13","7","14","6","9","22","40.9","13","17","3","14","5","32","27","0","78","80","49.4","FW"
"1176","Franck Ribéry",1421,"5","62","77.6","23.5","44.4","569","3","17","2021-2022","38","fr FRA","Salernitana","it Serie A","23","1,421","15.8","16","7","0","0","2","2","0","0","0","0","510","657","77.6","30","44","21","2","71","7667","1958","287","328","87.5","156","183","85.2","39","70","55.7","62","46","5","3","2","5","1","5","3","1","0","0","1","0","569","3842","1864","65","48","30","70","52","621","95","63","28","44.4","35","55.6","17","10","6","6","5","8","13","61.5","5","12","0","12","3","20","1","0","4","13","23.5","MF,FW"
"1177","Lautaro Martínez",2282,"10","73","72.7","46.8","38.9","480","18","20","2021-2022","23","ar ARG","Inter","it Serie A","35","2,282","25.4","28","7","1","21","3","24","18","3","6","3","371","510","72.7","28","27","15","1","48","5262","1164","207","259","79.9","113","155","72.9","21","34","61.8","73","44","0","1","19","7","2","10","3","0","1","5","1","0","480","2284","911","34","16","17","63","24","603","149","54","21","38.9","33","61.1","20","10","3","10","7","6","11","54.5","5","21","1","20","18","38","6","0","29","33","46.8","FW"
"1178","Patric",1649,"2","13","93.2","34.7","100","983","12","21","2021-2022","28","es ESP","Lazio","it Serie A","24","1,649","18.3","19","5","11","1","1","2","1","0","0","0","1353","1452","93.2","6","45","1","0","52","26174","8178","500","529","94.5","616","641","96.1","198","238","83.2","13","12","0","0","1","0","0","2","1","0","0","1","0","0","983","4507","2190","5","3","1","7","1","1233","6","2","2","100","0","0","21","15","17","4","0","9","20","45","11","22","11","11","12","33","44","2","17","32","34.7","DF"
"1179","Nehuén Pérez",1692,"3","17","76.6","43.8","46.7","437","21","44","2021-2022","21","ar ARG","Udinese","it Serie A","20","1,692","18.8","19","1","12","0","1","1","0","0","0","0","593","774","76.6","6","43","1","0","40","10904","4448","248","282","87.9","265","322","82.3","64","131","48.9","17","12","4","1","0","0","0","3","2","1","0","0","0","0","437","2335","1353","16","9","1","13","4","476","8","15","7","46.7","8","53.3","44","21","21","21","2","16","25","64","9","27","9","18","21","65","47","0","28","36","43.8","DF"
"1180","Andrea Carboni",2215,"2","20","75","51.9","40","678","27","53","2021-2022","20","it ITA","Cagliari","it Serie A","30","2,215","24.6","25","5","7","0","0","0","0","0","0","0","809","1078","75","4","66","15","4","97","14516","5604","342","388","88.1","379","464","81.7","78","179","43.6","20","19","0","0","1","0","0","2","2","0","0","0","0","0","678","3532","2171","29","27","0","14","5","765","18","10","4","40","6","60","53","24","33","16","4","19","42","45.2","23","42","15","27","27","80","87","0","41","38","51.9","DF"
"1181","Silvan Hefti",1288,"0","22","71.3","28.6","48.1","298","20","50","2021-2022","23","ch SUI","Genoa","it Serie A","16","1,288","14.3","14","2","2","0","0","0","0","0","0","0","393","551","71.3","10","27","16","9","39","5940","2670","212","251","84.5","133","190","70","25","60","41.7","22","19","1","0","1","1","0","0","0","0","0","0","0","0","298","1849","985","30","23","3","18","14","273","43","27","13","48.1","14","51.9","50","30","23","22","5","32","58","55.2","26","20","4","16","20","70","34","1","6","15","28.6","DF"
"1182","Jens Stryger Larsen",684,"1","16","74.4","40","36.4","150","4","5","2021-2022","30","dk DEN","Udinese","it Serie A","11","684","7.6","8","3","0","0","1","1","0","0","0","0","206","277","74.4","10","12","5","2","16","3033","1281","125","137","91.2","61","88","69.3","13","38","34.2","16","11","3","1","1","0","0","1","1","0","0","0","0","0","150","719","293","8","9","0","7","6","193","20","11","4","36.4","7","63.6","5","2","3","1","1","2","3","66.7","1","2","0","2","4","9","17","0","4","6","40","DF"
"1183","Yayah Kallon",636,"4","26","64.3","19","64.3","171","1","15","2021-2022","20","sl SLE","Genoa","it Serie A","15","636","7.1","5","10","6","0","1","1","0","0","0","0","110","171","64.3","11","5","4","2","5","1418","241","71","95","74.7","35","51","68.6","1","9","11.1","26","15","0","6","3","2","0","4","2","0","1","0","1","0","171","1207","565","24","11","12","27","11","174","61","28","18","64.3","10","35.7","15","11","5","6","4","3","11","27.3","8","7","1","6","1","16","5","0","4","17","19","FW,MF"
"1184","Emmanuel Gyasi",3035,"6","59","81.5","33","60","767","16","47","2021-2022","27","gh GHA","Spezia","it Serie A","36","3,035","33.7","35","1","0","6","0","6","6","0","0","0","765","939","81.5","22","24","15","3","42","9820","1991","496","560","88.6","205","245","83.7","19","30","63.3","59","48","0","4","3","3","1","6","5","0","0","1","0","0","767","4002","1567","44","38","17","81","52","865","145","55","33","60","22","40","47","30","31","9","7","21","41","51.2","20","22","4","18","16","63","43","1","33","67","33","FW,MF"
"1185","Michel Aebischer",443,"0","10","85.8","55.6","25","143","6","14","2021-2022","24","ch SUI","Bologna","it Serie A","12","443","4.9","4","8","4","0","0","0","0","0","0","0","205","239","85.8","6","14","4","1","19","3121","883","105","113","92.9","78","84","92.9","12","22","54.5","10","9","1","0","0","0","0","0","0","0","0","0","0","0","143","635","297","2","2","2","9","5","196","9","4","1","25","3","75","14","5","5","8","1","6","11","54.5","5","4","1","3","6","20","3","0","5","4","55.6","MF"
"1186","Nicolas Haas",1001,"2","32","76.5","25","22.2","325","9","35","2021-2022","25","ch SUI","Empoli","it Serie A","16","1,001","11.1","11","5","1","0","2","2","0","0","0","0","351","459","76.5","13","33","11","1","57","5455","1771","189","215","87.9","122","151","80.8","26","50","52","32","31","0","0","1","0","0","2","2","0","0","0","0","0","325","1374","527","8","9","3","18","8","374","49","9","2","22.2","7","77.8","35","22","15","10","10","17","39","43.6","22","24","4","20","9","44","17","1","5","15","25","MF"
"1187","Kevin Bonifazi",1210,"2","12","81","65.4","81","458","16","25","2021-2022","25","it ITA","Bologna","it Serie A","22","1,210","13.4","14","8","8","0","0","0","0","0","0","0","564","696","81","4","40","2","0","51","10846","4146","221","242","91.3","263","299","88","73","137","53.3","12","9","0","1","2","0","0","2","1","0","0","1","0","0","458","2804","1505","18","16","0","10","4","505","4","21","17","81","4","19","25","16","16","7","2","13","14","92.9","1","22","7","15","16","41","35","0","34","18","65.4","DF"
"1188","Diego Godín",818,"1","8","89.7","60","90.9","294","13","18","2021-2022","35","uy URU","Cagliari","it Serie A","11","818","9.1","9","2","0","0","1","1","0","0","0","0","394","439","89.7","2","25","0","0","22","7917","3014","127","132","96.2","211","229","92.1","52","71","73.2","8","6","0","0","1","0","1","1","1","0","0","0","0","0","294","1206","538","4","2","1","4","0","334","1","11","10","90.9","1","9.1","18","7","13","3","2","10","15","66.7","5","7","5","2","13","31","46","0","18","12","60","DF"
"1189","Jeremie Boga",1434,"4","75","80.1","31.3","55.1","615","3","14","2021-2022","24","ci CIV","2 Teams","it Serie A","27","1,434","15.9","15","12","0","0","2","2","0","0","0","0","549","685","80.1","27","36","29","1","70","7150","1697","372","430","86.5","124","155","80","26","39","66.7","75","48","6","11","4","4","2","4","2","0","1","0","1","0","615","5049","2690","110","67","49","40","25","698","135","107","59","55.1","48","44.9","14","7","1","6","7","6","9","66.7","3","9","0","9","3","17","4","2","5","11","31.3","FW,MF"
"1190","Cedric Gondo",699,"2","23","71.3","43.4","55","197","3","5","2021-2022","24","ci CIV","Salernitana","it Serie A","14","699","7.8","10","4","0","1","0","1","1","0","0","0","119","167","71.3","12","5","6","1","12","1455","305","80","97","82.5","25","37","67.6","3","8","37.5","23","18","0","0","1","4","0","2","0","0","0","0","2","0","197","1037","385","15","9","7","39","19","227","74","20","11","55","9","45","5","2","2","2","1","2","5","40","3","2","0","2","3","8","2","0","23","30","43.4","FW"
"1191","Gennaro Acampora",441,"0","8","83","37.5","62.5","187","4","6","2020-2021","26","it ITA","Spezia","it Serie A","14","441","4.9","2","12","9","0","0","0","0","0","0","0","185","223","83","1","20","2","0","28","3437","574","79","86","91.9","83","100","83","19","27","70.4","8","6","0","1","0","1","0","0","0","0","0","0","0","0","187","1191","444","15","14","1","12","12","206","19","16","10","62.5","6","37.5","6","4","1","4","1","2","7","28.6","5","4","1","3","4","10","4","0","3","5","37.5","MF,FW"
"1192","Lisandro Magallán",2181,"3","20","81.4","62.3","77.8","674","44","54","2020-2021","26","ar ARG","Crotone","it Serie A","28","2,181","24.2","25","3","8","1","2","3","1","0","0","0","903","1109","81.4","9","70","5","0","70","16685","7382","350","411","85.2","456","522","87.4","86","137","62.8","20","16","1","0","2","1","0","3","3","0","0","0","0","0","674","2967","1535","12","2","1","17","5","774","3","9","7","77.8","2","22.2","54","31","28","24","2","17","42","40.5","25","29","15","14","44","98","78","1","43","26","62.3","DF"
"1193","Weston McKennie",1702,"4","55","83.9","50.9","82.6","457","28","34","2020-2021","21","us USA","Juventus","it Serie A","34","1,702","18.9","18","16","2","5","2","7","5","0","0","0","659","785","83.9","27","39","16","0","79","9928","2170","383","428","89.5","205","240","85.4","42","56","75","55","47","0","4","4","0","0","4","3","0","0","1","0","0","457","2278","1255","35","27","6","38","22","689","110","23","19","82.6","4","17.4","34","19","9","20","5","12","33","36.4","21","21","3","18","28","62","26","0","29","28","50.9","MF"
"1194","Antonín Barák",2765,"7","56","77.6","44.5","65.9","882","12","30","2020-2021","25","cz CZE","Hellas Verona","it Serie A","34","2,765","30.7","32","2","0","7","3","10","7","0","0","0","1017","1311","77.6","24","126","26","2","147","16319","4200","523","629","83.1","395","476","83","67","104","64.4","56","50","0","4","1","1","0","7","5","0","2","0","0","0","882","4840","2376","64","49","14","44","28","1080","101","41","27","65.9","14","34.1","30","19","8","16","6","14","47","29.8","33","26","7","19","12","42","38","1","65","81","44.5","MF"
"1195","Ivan Radovanović",2232,"1","12","84.9","54.5","80","806","37","18","2020-2021","31","rs SRB","Genoa","it Serie A","33","2,232","24.8","24","9","4","0","0","0","0","0","0","0","968","1140","84.9","3","45","0","0","55","20153","6983","288","320","90","529","577","91.7","141","215","65.6","12","7","2","0","2","0","1","1","1","0","0","0","0","0","806","3968","2002","4","4","0","7","2","851","4","10","8","80","2","20","18","15","13","5","0","12","31","38.7","19","39","21","18","37","55","114","2","54","45","54.5","DF,MF"
"1196","Manuel Lazzari",2613,"10","69","80.1","41.9","53.4","810","18","24","2020-2021","26","it ITA","Lazio","it Serie A","32","2,613","29","30","2","0","2","5","7","2","0","0","0","924","1153","80.1","28","28","31","19","37","13975","3090","473","536","88.2","347","432","80.3","48","84","57.1","69","54","3","3","4","5","0","10","7","0","1","1","1","0","810","6712","4060","130","80","29","41","22","890","202","58","31","53.4","27","46.6","24","14","15","4","5","14","39","35.9","25","22","3","19","18","42","28","0","13","18","41.9","DF"
"1197","Simone Verdi",1620,"10","91","66.8","22.2","61.9","490","8","19","2020-2021","28","it ITA","Torino","it Serie A","33","1,620","18","17","16","1","1","5","6","1","0","0","0","491","735","66.8","53","54","23","9","68","9374","3128","227","262","86.6","146","217","67.3","102","205","49.8","91","36","40","4","7","3","1","10","4","6","0","0","0","0","490","3234","1572","52","41","9","33","25","570","87","63","39","61.9","24","38.1","19","12","10","6","3","6","19","31.6","13","8","0","8","8","27","2","2","4","14","22.2","MF,FW"
"1198","Andrea Petagna",964,"4","41","80.2","49.1","58.3","183","1","2","2020-2021","25","it ITA","Napoli","it Serie A","26","964","10.7","9","17","5","4","3","7","4","0","0","0","186","232","80.2","27","7","6","0","15","2674","381","119","138","86.2","47","59","79.7","12","13","92.3","41","33","0","3","5","0","0","4","3","0","0","1","0","0","183","1140","330","14","5","12","18","14","244","61","12","7","58.3","5","41.7","2","0","0","2","0","2","7","28.6","5","4","0","4","1","3","7","0","27","28","49.1","FW"
"1199","Eddie Salcedo",755,"2","12","67","38.7","66.7","183","6","6","2020-2021","18","it ITA","Hellas Verona","it Serie A","21","755","8.4","7","14","12","2","0","2","2","0","0","0","181","270","67","5","14","10","1","29","2357","756","117","149","78.5","50","71","70.4","5","16","31.3","12","9","1","0","0","2","0","2","1","0","0","0","1","0","183","877","420","13","9","4","22","16","274","53","15","10","66.7","5","33.3","6","2","3","2","1","3","3","100","0","6","0","6","6","12","6","0","36","57","38.7","MF,FW"
"1200","Franck Kessié",3226,"8","85","88.1","55.4","79.6","1426","46","53","2020-2021","23","ci CIV","Milan","it Serie A","37","3,226","35.8","36","1","0","13","4","17","2","11","13","2","1781","2022","88.1","31","182","21","1","171","30782","7900","801","880","91","768","824","93.2","169","225","75.1","85","70","1","2","7","3","2","8","5","0","0","1","1","1","1426","7839","3715","64","51","6","53","40","1692","57","54","43","79.6","11","20.4","53","30","28","19","6","20","38","52.6","18","47","15","32","46","99","51","0","56","45","55.4","MF"
"1201","Gaetano Castrovilli",2332,"10","61","75.5","25","46.2","649","34","33","2020-2021","23","it ITA","Fiorentina","it Serie A","34","2,332","25.9","29","5","1","5","3","8","5","0","0","0","573","759","75.5","18","56","33","8","108","8905","2696","342","398","85.9","150","195","76.9","55","85","64.7","61","47","0","1","0","13","0","10","8","0","1","0","1","0","649","4182","2265","74","54","11","67","51","724","124","65","30","46.2","35","53.8","33","19","15","11","7","11","42","26.2","31","25","2","23","34","67","14","0","13","39","25","MF"
"1202","Francesco Magnanelli",440,"0","8","85.7","18.8","100","240","13","7","2020-2021","35","it ITA","Sassuolo","it Serie A","10","440","4.9","7","3","21","0","0","0","0","0","0","0","361","421","85.7","4","39","1","0","33","6066","1587","169","184","91.8","145","166","87.3","34","47","72.3","8","7","1","0","0","0","0","0","0","0","0","0","0","0","240","846","395","2","5","0","6","0","337","6","1","1","100","0","0","7","5","2","5","0","3","10","30","7","6","2","4","13","20","10","0","3","13","18.8","MF"
"1203","Mattia Bani",2066,"2","12","86.7","55.5","0","812","60","30","2020-2021","26","it ITA","3 Teams","it Serie A","26","2,066","23","24","2","10","0","0","0","0","0","0","0","1076","1241","86.7","4","37","4","2","47","21746","7550","309","350","88.3","618","656","94.2","137","203","67.5","12","10","0","0","1","0","1","2","1","0","0","1","0","0","812","3850","1909","6","5","1","5","6","976","8","1","0","0","1","100","30","16","20","9","1","9","20","45","11","26","17","9","60","90","94","0","66","53","55.5","DF"
"1204","Kevin Lasagna",2370,"5","50","68.6","34.1","39.4","417","7","13","2020-2021","27","it ITA","2 Teams","it Serie A","36","2,370","26.3","26","10","1","4","1","5","4","0","0","0","324","472","68.6","22","23","14","2","42","4268","767","213","267","79.8","68","106","64.2","15","25","60","50","33","0","3","9","5","0","5","2","0","2","0","1","0","417","2497","1013","48","27","33","81","30","532","179","33","13","39.4","19","57.6","13","4","2","8","3","4","19","21.1","15","23","1","22","7","20","18","0","44","85","34.1","FW"
