"player","season","fouls_drawn_to_shot","def_action_to_shot","goal_creating_action","comp_live_pass_to_goal","comp_dead_pass_to_goal","takeon_to_goal","shot_to_goal_shot","fouls_drawn_to_goal","def_action_to_goal","carries","tot_carry_distance","prog_carry_distance","prog_carries","carries_into_final_third","carries_into_box","fail_to_control","lose_control_due_to_tkl","successfully_rec_pass"
"Lukas Spendlhofer","2020-2021",0,1,1,1,0,0,0,0,0,314,1511,881,5,3,0,6,1,324
"Gabriel Strefezza","2020-2021",7,2,9,3,1,2,1,2,0,821,4815,2487,74,46,25,43,29,859
"Marcello Trotta","2020-2021",0,0,0,0,0,0,0,0,0,185,949,345,9,10,3,19,10,239
"Matteo Brunori","2020-2021",8,0,2,1,0,0,0,1,0,402,2299,898,44,14,27,71,36,480
"Michele Castagnetti","2020-2021",2,0,5,3,0,0,1,1,0,893,3678,1805,17,18,0,15,14,1078
"Nicolò Bianchi","2020-2021",3,3,3,3,0,0,0,0,0,606,2747,1333,16,23,1,25,12,741
"Gabriel Lunetta","2020-2021",1,0,3,3,0,0,0,0,0,338,2506,1204,47,25,12,44,28,367
"Ľubomír Tupta","2020-2021",2,0,0,0,0,0,0,0,0,158,1026,293,11,9,7,19,13,162
"Marco Carraro","2020-2021",2,0,0,0,0,0,0,0,0,308,1455,661,7,6,0,4,4,344
"Daniel Ciofani","2020-2021",6,1,6,2,0,0,2,2,0,408,1539,476,16,11,2,69,29,645
"Samuel Gustafson","2020-2021",1,0,1,1,0,0,0,0,0,536,2941,1697,39,29,1,18,16,675
"Sebastian Musiolik","2020-2021",4,0,4,2,0,0,1,1,0,235,1461,657,27,24,8,50,14,373
"Luca Magnino","2020-2021",5,1,3,2,0,0,1,0,0,544,2812,1380,31,27,4,44,22,598
"Karamoko Cissé","2020-2021",1,0,0,0,0,0,0,0,0,85,442,154,5,4,2,14,3,119
"Gabriele Rolando","2020-2021",4,0,2,2,0,0,0,0,0,189,907,419,13,8,3,23,4,215
"Matteo Bianchetti","2020-2021",0,1,4,4,0,0,0,0,0,1034,5233,3292,24,7,1,11,3,1155
"Mirko Drudi","2020-2021",0,0,0,0,0,0,0,0,0,348,1998,1244,2,2,0,3,4,394
"Manuel Iori","2020-2021",4,2,5,3,0,0,0,1,1,673,2896,1565,19,25,2,15,8,847
"Andrea Tabanelli","2020-2021",0,1,0,0,0,0,0,0,0,183,1155,597,13,7,1,13,14,224
"Marcus Rohdén","2020-2021",5,1,6,4,0,0,1,1,0,675,3856,1716,63,54,10,74,28,795
"Francesco Di Tacchio","2020-2021",3,0,4,2,0,0,0,2,0,566,2391,938,9,10,2,48,13,544
"Alberto Paloschi","2020-2021",1,0,6,4,0,1,1,0,0,280,1215,316,11,7,7,51,32,365
"Andrea Meroni","2020-2021",2,0,0,0,0,0,0,0,0,341,2257,1560,13,5,0,3,6,366
"Michele Rigione","2020-2021",0,0,1,1,0,0,0,0,0,958,3821,1721,3,5,1,5,0,1049
"Amedeo Benedetti","2020-2021",1,0,4,2,2,0,0,0,0,633,3035,1670,35,32,1,15,7,757
"Andrea Schenetti","2020-2021",2,1,4,2,1,1,0,0,0,708,4605,2008,73,49,22,49,44,765
"Davide Marsura","2020-2021",1,0,4,4,0,0,0,0,0,250,2022,1054,48,15,20,23,14,276
"Ivan Varone","2020-2021",5,2,2,2,0,0,0,0,0,787,3321,1448,22,20,1,42,38,887
"Žan Majer","2020-2021",2,2,5,5,0,0,0,0,0,814,4583,2229,42,41,1,18,14,853
"Andrea D'Errico","2020-2021",1,0,4,3,0,0,1,0,0,346,2775,1278,47,18,22,27,22,369
"Ernesto Torregrossa","2020-2021",8,0,9,4,0,1,1,3,0,253,1148,397,13,10,4,39,23,300
"Marcos Espeche","2020-2021",0,0,1,0,0,0,1,0,0,465,2401,1416,8,6,0,5,2,510
"Manuel Scavone","2020-2021",3,2,3,2,0,0,0,1,0,342,1351,553,14,13,3,34,17,441
"Filippo Nardi","2020-2021",0,0,3,2,0,1,0,0,0,173,967,534,10,10,3,16,9,175
"Andrea La Mantia","2020-2021",3,0,8,5,0,0,2,1,0,334,1081,365,11,5,7,40,17,541
"Michael Folorunsho","2020-2021",9,1,8,5,0,0,0,3,0,609,3870,1588,43,32,11,85,41,704
"Mattia Valoti","2020-2021",10,0,9,7,0,1,0,1,0,976,6001,2874,63,59,6,59,31,1124
"Gianmarco Ingrosso","2020-2021",0,1,0,0,0,0,0,0,0,628,3618,1982,15,8,3,10,3,662
"John Björkengren","2020-2021",0,0,2,1,0,0,1,0,0,569,2947,1396,32,30,2,30,21,585
"Lorenzo Libutti","2020-2021",4,1,0,0,0,0,0,0,0,810,4691,2471,64,48,1,20,4,894
"Luca Barlocco","2020-2021",4,0,2,2,0,0,0,0,0,400,2278,1289,25,24,2,27,11,450
"Mirko Valdifiori","2020-2021",1,0,2,0,1,0,0,1,0,549,2022,966,11,12,4,14,3,690
"Antonino Gallo","2020-2021",0,0,1,1,0,0,0,0,0,587,3913,2219,60,44,5,20,7,580
"Piotr Parzyszek","2020-2021",2,0,3,1,0,0,0,2,0,240,694,227,6,8,3,24,8,354
"Luca Crecco","2020-2021",2,0,3,3,0,0,0,0,0,531,2701,1499,38,23,2,21,12,576
"Mamadou Coulibaly","2020-2021",2,0,0,0,0,0,0,0,0,303,1502,650,12,13,1,29,14,321
"Lorenzo Pirola","2020-2021",0,0,0,0,0,0,0,0,0,615,2579,1351,6,5,0,7,2,649
"Rodrigo Guth","2020-2021",1,0,0,0,0,0,0,0,0,587,3379,1831,9,4,0,10,9,623
"Luka Bogdan","2020-2021",0,0,2,2,0,0,0,0,0,210,1086,652,7,10,1,8,2,184
"Marco Varnier","2020-2021",0,0,0,0,0,0,0,0,0,185,1080,617,2,1,0,1,2,178
"Gabriel Paletta","2020-2021",0,0,1,1,0,0,0,0,0,857,4357,2424,3,0,0,5,1,925
"Mario Sampirisi","2020-2021",5,2,7,4,0,1,0,2,0,878,3814,2172,45,46,3,23,3,956
"Gennaro Scognamiglio","2020-2021",1,1,2,1,0,0,1,0,0,626,3239,2169,16,5,1,8,1,745
"Sofian Kiyine","2020-2021",2,0,1,1,0,0,0,0,0,194,1567,756,26,15,9,17,15,197
"Simone Branca","2020-2021",5,1,14,9,2,0,1,2,0,981,4376,2154,51,54,9,31,29,1081
"Claud Adjapong","2020-2021",5,0,3,1,1,0,1,0,0,608,3787,2163,61,29,5,23,18,641
"Dimitris Nikolaou","2020-2021",0,0,0,0,0,0,0,0,0,1069,6715,4449,40,11,0,11,4,1122
"Giacomo Ricci","2020-2021",2,0,1,0,0,0,0,1,0,350,2328,1322,27,22,3,16,2,349
"Enrico Brignola","2020-2021",0,0,0,0,0,0,0,0,0,137,909,419,13,13,4,19,10,175
"Simone Palombi","2020-2021",2,0,2,1,0,1,0,0,0,271,1621,583,21,14,10,33,17,316
"Karim Laribi","2020-2021",1,1,6,4,0,2,0,0,0,414,2697,1282,38,14,10,35,15,486
"Ilias Koutsoupias","2020-2021",1,0,2,2,0,0,0,0,0,282,1924,804,22,15,1,26,22,307
"Mirko Eramo","2020-2021",1,2,2,2,0,0,0,0,0,321,1382,668,12,10,1,17,3,379
"Giacomo Calò","2020-2021",3,2,5,0,3,0,0,1,1,467,2242,1125,17,11,2,14,5,601
"Francesco Lisi","2020-2021",1,0,3,2,0,0,1,0,0,743,5874,3251,112,77,33,52,13,753
"Filippo Bandinelli","2020-2021",6,1,9,5,0,1,2,1,0,459,2523,1302,47,24,11,25,22,525
"Morten Hjulmand","2020-2021",1,4,3,3,0,0,0,0,0,578,2720,1420,16,20,1,16,10,548
"Freddie Veseli","2020-2021",1,0,0,0,0,0,0,0,0,212,901,462,2,1,0,6,0,219
"Christian D'Urso","2020-2021",3,3,2,2,0,0,0,0,0,726,4466,1950,63,39,15,54,56,774
"Liam Henderson","2020-2021",5,0,13,9,0,0,2,2,0,955,5073,2543,71,52,13,35,12,1048
"Leonardo Morosini","2020-2021",2,0,3,2,0,0,1,0,0,250,1644,799,28,19,12,32,12,282
"Alessandro Capello","2020-2021",5,1,6,2,0,0,2,2,0,530,2967,1232,42,26,3,51,23,620
"Niccolò Giannetti","2020-2021",2,0,1,1,0,0,0,0,0,135,595,140,5,4,3,33,16,167
"Birkir Bjarnason","2020-2021",1,2,11,9,1,1,0,0,0,594,4311,2042,62,43,13,39,20,601
"Michael Fabbro","2020-2021",6,1,7,5,0,0,1,1,0,365,2303,695,28,16,12,64,29,438
"Luca Mazzitelli","2020-2021",1,1,11,4,0,2,4,0,1,1186,6081,2836,44,36,3,40,41,1303
"Loris Zonta","2020-2021",1,0,2,2,0,0,0,0,0,396,2027,850,20,21,5,27,15,439
"Leonardo Sernicola","2020-2021",2,0,2,1,0,0,1,0,0,743,3666,1785,33,17,11,25,9,783
"Aleš Matějů","2020-2021",0,0,2,2,0,0,0,0,0,918,5458,2976,49,28,3,20,12,913
"Sergio Floccari","2020-2021",1,0,2,2,0,0,0,0,0,296,1539,376,11,10,0,49,19,364
"Domenico Frare","2020-2021",0,0,1,1,0,0,0,0,0,362,2009,1154,6,1,0,5,0,361
"Filip Đorđević","2020-2021",0,0,0,0,0,0,0,0,0,263,1186,437,14,9,5,41,13,382
"Jaime Báez","2020-2021",5,1,16,13,0,2,0,1,0,877,5656,2555,87,50,32,88,58,991
"Marco Brescianini","2020-2021",1,0,3,3,0,0,0,0,0,564,3013,1516,36,24,9,32,28,602
"Leandro Fernandes","2020-2021",2,0,0,0,0,0,0,0,0,178,1006,446,8,5,1,4,7,188
"Filippo Falco","2020-2021",4,0,2,2,0,0,0,0,0,228,1660,804,33,28,6,9,10,270
"Panagiotis Tachtsidis","2020-2021",2,3,8,6,1,0,0,0,1,766,4265,2477,52,35,3,32,11,840
"Fran Karačić","2020-2021",0,0,4,4,0,0,0,0,0,545,3363,1829,35,31,3,23,7,563
"Nicola Rigoni","2020-2021",0,0,2,1,0,0,1,0,0,113,442,165,2,1,0,3,1,149
"Gianvito Misuraca","2020-2021",3,1,2,2,0,0,0,0,0,465,2239,968,24,23,1,30,15,446
"Adam Chrzanowski","2020-2021",1,0,0,0,0,0,0,0,0,224,1152,588,14,13,1,9,3,248
"Davide Adorni","2020-2021",1,2,2,2,0,0,0,0,0,903,4583,2406,12,10,0,9,3,1007
"Markus Pavic","2020-2021",1,0,1,1,0,0,0,0,0,427,1519,815,10,5,0,7,4,439
"Gianluigi Sueva","2020-2021",0,0,1,1,0,0,0,0,0,124,927,455,13,11,3,11,8,157
"Luca Paganini","2020-2021",5,1,4,4,0,0,0,0,0,349,1725,851,22,13,3,17,9,389
"Giuseppe Zampano","2020-2021",0,1,0,0,0,0,0,0,0,147,800,438,12,10,1,18,3,174
"Nicola Bellomo","2020-2021",7,0,7,5,0,0,1,1,0,496,3734,1911,61,35,9,28,32,562
"Simone Mazzocchi","2020-2021",1,0,3,2,0,1,0,0,0,268,1427,467,21,12,12,48,29,353
"Niko Kirwan","2020-2021",1,1,2,1,0,0,1,0,0,467,2493,1343,32,17,3,26,10,485
"Alberto Gerbo","2020-2021",3,1,2,2,0,0,0,0,0,536,2830,1572,28,24,2,31,14,583
"Matteo Rossetti","2020-2021",0,0,2,2,0,0,0,0,0,210,1322,737,23,14,3,10,7,246
"Antonino Ragusa","2020-2021",2,0,5,3,0,0,2,0,0,352,2401,1274,44,28,13,45,20,380
"Matteo Scozzarella","2020-2021",0,0,6,3,3,0,0,0,0,509,3010,1607,14,17,0,10,4,523
"Damir Ceter","2020-2021",5,0,12,5,0,4,2,1,0,352,2350,1026,39,34,17,68,45,451
"Adriano Montalto","2020-2021",4,0,1,1,0,0,0,0,0,156,590,212,7,7,2,32,9,237
"Luca Vido","2020-2021",4,1,8,4,0,2,1,1,0,492,3442,1358,51,39,24,63,29,550
"Pasquale Mazzocchi","2020-2021",0,0,8,4,2,2,0,0,0,1054,7491,4198,123,94,17,48,37,1053
"Emanuele Valeri","2020-2021",1,3,6,4,0,1,0,0,1,942,6936,4253,129,72,14,52,24,966
"Edoardo Masciangelo","2020-2021",2,1,0,0,0,0,0,0,0,818,5164,2907,82,51,9,38,15,957
"Luca Tremolada","2020-2021",1,0,7,6,0,1,0,0,0,499,2440,1135,33,30,10,28,10,648
"Giuseppe Loiacono","2020-2021",0,0,0,0,0,0,0,0,0,808,4360,2391,12,7,0,6,2,887
"Dany Mota","2020-2021",14,2,11,7,0,1,0,3,0,851,7582,3524,125,89,47,85,68,966
"Maxime Leverbe","2020-2021",0,2,1,1,0,0,0,0,0,1058,5388,3185,18,5,0,13,2,1141
"Christian Dalle Mura","2020-2021",0,0,0,0,0,0,0,0,0,175,886,551,3,1,0,2,0,191
"Cristian Buonaiuto","2020-2021",6,1,10,5,0,2,1,2,0,516,3625,1822,71,51,22,46,30,565
"Nedim Bajrami","2020-2021",2,2,15,10,0,1,3,0,1,744,5646,3088,123,60,66,48,40,816
"Francesco Renzetti","2020-2021",2,1,8,4,4,0,0,0,0,1097,5355,2831,70,44,2,28,12,1243
"Dario Šarić","2020-2021",10,0,4,1,0,0,1,2,0,987,6099,2962,76,58,14,80,48,986
"Kevin-Prince Boateng","2020-2021",1,1,10,9,0,0,1,0,0,703,2576,959,17,33,2,37,25,1002
"Lorenzo Crisetig","2020-2021",0,0,5,4,1,0,0,0,0,902,4254,2209,28,20,0,27,18,1068
"Marco Olivieri","2020-2021",1,2,4,3,0,1,0,0,0,245,1360,496,25,13,13,29,16,267
"Andrea Costa","2020-2021",0,0,1,1,0,0,0,0,0,392,1922,1062,8,9,0,13,1,422
"Federico Bonini","2020-2021",0,0,0,0,0,0,0,0,0,203,816,433,1,1,0,2,1,208
"Arlind Ajeti","2020-2021",0,2,1,1,0,0,0,0,0,592,2327,1169,4,8,1,5,1,626
"Nicolas Haas","2020-2021",2,2,13,10,0,0,3,0,0,907,4668,2285,62,54,4,49,28,1108
"Salvatore Bocchetti","2020-2021",0,0,0,0,0,0,0,0,0,453,2115,1226,8,1,0,5,1,531
"Anthony Taugourdeau","2020-2021",1,0,4,3,1,0,0,0,0,718,3196,1662,16,16,3,15,4,795
"Alessandro Crescenzi","2020-2021",0,0,0,0,0,0,0,0,0,150,1027,587,18,13,1,9,3,161
"Filippo Berra","2020-2021",0,1,5,4,0,0,1,0,0,516,2496,1259,25,25,2,16,7,584
"Simone Guerra","2020-2021",0,0,1,0,0,0,1,0,0,171,774,337,11,6,3,17,6,233
"Alessandro Murgia","2020-2021",2,0,3,2,1,0,0,0,0,323,1480,738,8,8,0,14,10,360
"Marco Chiosa","2020-2021",3,0,1,1,0,0,0,0,0,882,4527,2670,17,9,1,4,4,937
"Marco Modolo","2020-2021",0,1,0,0,0,0,0,0,0,736,3595,2221,19,7,0,6,3,819
"Andrea Cistana","2020-2021",0,1,1,1,0,0,0,0,0,572,3464,1932,4,4,0,8,4,572
"Gian Filippo Felicioli","2020-2021",2,0,2,2,0,0,0,0,0,725,4753,2852,65,41,7,28,27,807
"Cedric Gondo","2020-2021",10,2,2,1,0,0,0,1,0,237,1388,581,23,14,3,65,25,306
"Gennaro Acampora","2019-2020",1,0,1,1,0,0,0,0,0,378,2415,1080,23,15,4,17,5,430
"Andrea Gasbarro","2019-2020",0,0,3,2,0,1,0,0,0,314,1835,1221,26,20,4,15,7,372
"Michel Morganella","2019-2020",1,0,0,0,0,0,0,0,0,183,844,488,11,5,0,8,6,268
"Luca Ravanelli","2019-2020",0,0,3,3,0,0,0,0,0,736,3844,2461,18,13,0,13,4,816
"Raffaele Maiello","2019-2020",8,1,7,5,2,0,0,0,0,1034,5283,2772,50,25,2,43,26,1187
"Michele Camporese","2019-2020",0,0,1,1,0,0,0,0,0,539,2836,1750,9,1,0,5,1,569
"Gennaro Borrelli","2019-2020",1,0,2,2,0,0,0,0,0,156,493,213,5,7,1,22,10,214
"Romano Perticone","2019-2020",0,0,0,0,0,0,0,0,0,466,2520,1533,1,1,0,11,3,510
"Lorenzo Del Pinto","2019-2020",1,0,2,1,0,0,0,1,0,117,457,169,6,8,2,6,4,145
"Mattia Aramu","2019-2020",15,0,11,6,2,0,1,2,0,627,3067,1309,47,40,12,71,33,769
"Pietro Iemmello","2019-2020",2,1,6,2,0,1,2,1,0,463,2396,765,27,22,20,70,29,623
"Davide Mazzocco","2019-2020",1,2,3,2,0,0,1,0,0,339,1905,849,29,27,6,38,33,389
"Danilo Soddimo","2019-2020",4,0,5,4,1,0,0,0,0,499,2962,1195,34,34,5,49,28,595
"Simone Romagnoli","2019-2020",0,0,0,0,0,0,0,0,0,1161,6166,3811,15,4,1,11,1,1328
"Michele Pellizzer","2019-2020",0,0,1,1,0,0,0,0,0,977,5386,3593,13,5,1,7,0,1097
"Andrey Galabinov","2019-2020",1,0,4,1,0,0,2,1,0,152,678,139,5,6,4,27,20,237
"Alessandro De Vitis","2019-2020",1,1,3,3,0,0,0,0,0,579,3344,1859,18,11,2,17,9,718
"Fabrizio Poli","2019-2020",0,0,1,0,1,0,0,0,0,435,2127,1209,8,8,0,4,2,502
"Norbert Gyömbér","2019-2020",0,0,0,0,0,0,0,0,0,843,5678,3363,22,4,0,7,0,992
"Marco Sala","2019-2020",2,0,12,7,1,2,1,1,0,1046,6140,3678,98,60,8,27,21,1138
"Leandro Greco","2019-2020",1,0,1,1,0,0,0,0,0,249,1583,684,13,7,0,8,9,308
"Nikola Jakimovski","2019-2020",0,0,2,2,0,0,0,0,0,166,547,309,5,2,0,9,3,245
"Francisco Sierralta","2019-2020",0,0,0,0,0,0,0,0,0,423,1988,1025,2,1,0,2,2,460
"Alessio Vita","2019-2020",6,1,6,3,3,0,0,0,0,503,2373,1078,26,18,5,38,12,556
"Moutir Chajia","2019-2020",2,0,2,2,0,0,0,0,0,277,2201,1071,34,29,6,27,12,323
"Martin Erlic","2019-2020",1,0,0,0,0,0,0,0,0,786,3959,2377,8,3,0,4,0,925
"Michele Troiano","2019-2020",0,1,0,0,0,0,0,0,0,240,1008,503,3,2,0,2,1,332
"Alessio Tribuzzi","2019-2020",3,0,0,0,0,0,0,0,0,136,1004,455,13,14,5,10,3,129
"Samuele Longo","2019-2020",2,1,2,0,0,0,0,2,0,282,1523,600,28,21,11,61,36,334
"Lorenzo Lollo","2019-2020",2,3,1,1,0,0,0,0,0,320,1499,744,20,15,5,24,15,364
"Lorenzo Dickmann","2019-2020",7,0,3,3,0,0,0,0,0,1156,7315,4226,86,75,6,34,18,1269
"Tomasz Kupisz","2019-2020",4,0,3,0,1,0,1,1,0,442,2586,1286,44,22,4,19,11,504
"Roberto Zammarini","2019-2020",2,0,2,2,0,0,0,0,0,207,1108,561,17,11,4,16,5,235
"Elio Capradossi","2019-2020",1,0,3,2,0,0,1,0,0,1003,5038,2710,14,8,2,15,3,1203
"Riccardo Idda","2019-2020",0,1,2,0,1,0,0,0,1,687,3426,1848,12,5,0,15,4,900
"Simone Benedetti","2019-2020",1,1,2,2,0,0,0,0,0,615,4003,2393,22,7,2,16,3,731
"Davide Petrucci","2019-2020",0,4,4,3,1,0,0,0,0,668,3632,1616,17,17,3,21,15,822
"Francesco Migliore","2019-2020",0,0,5,4,0,0,1,0,0,751,4633,2609,69,38,5,31,12,788
"Michele Marconi","2019-2020",4,0,6,6,0,0,0,0,0,386,1504,470,15,9,5,50,21,736
"Jure Balkovec","2019-2020",2,1,7,6,1,0,0,0,0,1122,5724,3466,57,58,2,18,8,1319
"Amato Ciciretti","2019-2020",3,1,3,3,0,0,0,0,0,384,2508,1098,36,19,20,27,8,449
"Simone Bastoni","2019-2020",0,0,0,0,0,0,0,0,0,273,1384,742,13,16,1,10,7,341
"Marco Sau","2019-2020",4,2,9,8,0,0,1,0,0,594,3793,1218,44,33,18,64,44,656
"Jérémie Broh","2019-2020",2,2,2,1,0,0,0,1,0,300,2094,1153,25,28,0,12,4,351
"Aleandro Rosi","2019-2020",2,0,6,4,0,0,0,2,0,888,4987,3133,61,47,2,20,6,1138
"Roberto Pirrello","2019-2020",1,1,0,0,0,0,0,0,0,267,1183,627,13,4,1,6,3,275
"Oliver Kragl","2019-2020",6,1,10,3,7,0,0,0,0,455,2752,1231,30,42,4,22,16,527
"Emanuele Giaccherini","2019-2020",3,0,7,5,0,0,1,1,0,642,3320,1687,49,45,16,40,22,748
"Antonio Piccolo","2019-2020",3,1,5,2,0,1,0,2,0,359,2339,1212,41,25,13,30,18,382
"Cristian Molinaro","2019-2020",0,0,1,1,0,0,0,0,0,341,2206,1297,30,24,0,11,5,397
"Andrea Settembrini","2019-2020",3,0,1,0,0,0,0,1,0,494,2844,1416,35,40,4,27,16,522
"Filippo Sgarbi","2019-2020",0,0,0,0,0,0,0,0,0,624,3858,2570,24,12,1,19,7,770
"Luca Garritano","2019-2020",5,1,2,1,0,0,0,1,0,596,3634,1691,61,29,19,38,22,713
"Vladimir Golemić","2019-2020",0,0,2,2,0,0,0,0,0,1511,8876,5919,75,40,1,16,7,1731
"Samuele Birindelli","2019-2020",2,3,5,4,0,0,0,0,1,499,3076,1836,42,28,3,22,8,598
"Walter López","2019-2020",0,1,7,7,0,0,0,0,0,526,2701,1720,42,19,0,17,5,681
"Camillo Ciano","2019-2020",13,1,9,4,0,0,4,1,0,680,3268,1324,48,29,15,65,44,779
"Alessandro Salvi","2019-2020",3,0,4,2,1,0,0,1,0,506,2442,1261,25,15,2,18,7,618
"Luca Caldirola","2019-2020",2,1,2,0,0,0,0,2,0,1115,7825,5432,33,8,0,7,0,1204
"Fabrizio Caligara","2019-2020",0,0,2,2,0,0,0,0,0,199,1166,500,12,15,1,24,13,232
"Sauli Väisänen","2019-2020",0,0,0,0,0,0,0,0,0,508,2325,1126,7,2,0,7,2,559
"Matteo Mancosu","2019-2020",1,1,1,1,0,0,0,0,0,189,990,434,12,15,7,33,8,254
"Massimo Volta","2019-2020",0,0,1,1,0,0,0,0,0,371,1701,1061,4,0,0,1,2,406
"Stefano Pettinari","2019-2020",14,1,9,5,0,1,0,3,0,875,4565,1683,71,41,44,123,55,1120
"Gaetano Monachello","2019-2020",4,0,1,0,1,0,0,0,0,195,853,340,15,7,9,30,13,230
"Luca Verna","2019-2020",0,0,2,1,0,1,0,0,0,314,1760,735,12,13,1,20,9,387
"Alessandro Tuia","2019-2020",0,0,1,1,0,0,0,0,0,452,2781,1792,7,1,0,3,4,498
"Giuseppe Mastinu","2019-2020",0,3,2,2,0,0,0,0,0,381,2166,951,22,24,0,22,8,489
"Vlad Dragomir","2019-2020",6,2,6,2,1,0,1,2,0,355,1502,791,21,14,2,26,17,510
"Alfredo Bifulco","2019-2020",6,1,4,0,0,1,1,2,0,270,1912,957,40,22,17,38,25,303
"Marco Rosafio","2019-2020",2,0,8,6,1,1,0,0,0,214,1136,469,22,12,12,32,18,259
"Davide Frattesi","2019-2020",7,0,10,6,0,1,0,3,0,935,5648,2771,79,49,18,67,29,1127
"Grigoris Kastanos","2019-2020",2,0,5,3,1,0,0,1,0,621,3313,1586,30,28,2,18,20,729
"Hugo Campagnaro","2019-2020",0,0,0,0,0,0,0,0,0,198,1236,741,5,2,0,2,1,231
"Luca Valzania","2019-2020",5,0,9,7,0,0,0,2,0,790,4965,2224,63,64,8,58,24,869
"Luka Krajnc","2019-2020",0,1,0,0,0,0,0,0,0,303,1530,985,14,6,0,2,3,352
"Luca Strizzolo","2019-2020",12,1,7,6,0,0,1,0,0,336,1452,567,23,16,8,70,22,565
"Luca Bittante","2019-2020",1,0,2,1,1,0,0,0,0,434,2345,1353,29,20,2,14,12,520
"Mirko Bruccini","2019-2020",2,4,5,3,1,0,0,1,0,616,3277,1279,27,19,2,36,20,897
"Daniel Semenzato","2019-2020",1,0,1,1,0,0,0,0,0,426,2219,1416,20,18,1,10,6,465
"Riccardo Meggiorini","2019-2020",9,2,9,6,0,1,1,0,1,404,1954,692,25,11,14,58,20,614
"Michael De Marchi","2019-2020",0,0,0,0,0,0,0,0,0,145,882,371,14,12,10,34,10,173
"Davide Bettella","2019-2020",3,1,2,1,0,0,0,0,1,949,5333,3285,33,20,4,21,13,1074
"Marcel Büchel","2019-2020",0,0,0,0,0,0,0,0,0,116,555,173,4,3,0,7,13,122
"Gaetano Masucci","2019-2020",2,0,7,4,0,0,2,1,0,398,2013,607,24,19,8,54,26,584
"Davide Moscardelli","2019-2020",1,1,0,0,0,0,0,0,0,118,436,92,1,4,2,39,8,151
"Raffaele Pucino","2019-2020",0,1,2,1,1,0,0,0,0,334,1540,848,10,10,3,9,8,445
"Leonardo Mancuso","2019-2020",6,1,7,5,0,1,1,0,0,451,2580,1002,38,20,19,66,24,599
"Zinédine Machach","2019-2020",1,2,3,2,0,0,1,0,0,414,2965,1377,48,36,11,48,43,462
"Luca Clemenza","2019-2020",9,0,4,4,0,0,0,0,0,308,1891,983,25,24,9,25,7,364
"Christian Maggio","2019-2020",4,1,9,4,0,0,2,3,0,1155,5875,3418,78,65,10,36,19,1260
"Riccardo Brosco","2019-2020",0,1,1,1,0,0,0,0,0,947,6264,3844,8,3,1,7,5,1122
"Davide Brivio","2019-2020",0,0,2,2,0,0,0,0,0,349,2106,1420,27,21,1,6,2,406
"Andrea Barberis","2019-2020",2,3,12,4,6,0,1,1,0,1209,5524,2865,48,44,5,41,36,1524
"Marco Migliorini","2019-2020",0,0,1,1,0,0,0,0,0,831,4491,2437,9,7,1,5,1,1105
"Francesco Di Mariano","2019-2020",13,0,5,2,0,0,0,3,0,394,2782,1159,38,29,10,34,13,468
"Juan Manuel Ramos","2019-2020",0,1,5,4,1,0,0,0,0,413,2088,1159,18,19,3,16,13,551
"Stefano Scognamillo","2019-2020",2,0,1,0,0,0,1,0,0,544,3784,2022,19,10,0,18,0,568
"Cristian Andreoni","2019-2020",0,0,5,5,0,0,0,0,0,462,3037,1645,58,31,1,18,8,523
"Mattia Minesso","2019-2020",1,0,2,1,0,0,1,0,0,185,1021,384,16,13,0,24,11,256
"Luca Palmiero","2019-2020",0,0,3,2,0,1,0,0,0,620,2404,1172,10,13,0,19,13,738
"Gianluca Gaetano","2019-2020",2,0,3,2,0,0,1,0,0,218,1220,596,19,19,5,22,10,292
"Luca Pagliarulo","2019-2020",0,0,3,2,0,0,1,0,0,351,2260,1387,3,3,0,8,0,382
"Carlo Crialese","2019-2020",0,0,1,0,1,0,0,0,0,261,1447,801,15,10,2,8,8,278
"Jacopo Segre","2019-2020",8,0,8,7,0,0,1,0,0,813,5188,2722,85,72,5,57,21,968
"Matteo Ricci","2019-2020",2,2,7,6,0,0,1,0,0,790,3356,1590,21,27,3,20,12,1176
"Cristian Cauz","2019-2020",0,0,0,0,0,0,0,0,0,144,664,421,9,11,0,11,4,195
"Domenico Maietta","2019-2020",1,1,1,1,0,0,0,0,0,947,4928,2971,15,11,0,10,3,1067
"Gaetano Letizia","2019-2020",1,3,16,11,3,1,0,0,1,1174,6929,4363,105,63,6,29,17,1213
"Nicolò Casale","2019-2020",0,0,0,0,0,0,0,0,0,724,4707,3345,18,6,0,7,1,848
"Luca Ghiringhelli","2019-2020",2,0,0,0,0,0,0,0,0,436,1889,934,19,13,1,17,3,560
"Marcos Curado","2019-2020",1,0,0,0,0,0,0,0,0,409,1957,1196,13,8,0,6,1,452
"Milan Đurić","2019-2020",3,1,3,3,0,0,0,0,0,308,1304,313,10,4,3,37,32,515
"Lucas Chiaretti","2019-2020",6,0,3,1,0,0,1,1,0,244,1167,436,10,11,2,27,14,297
"Luca Antonelli","2019-2020",0,0,2,2,0,0,0,0,0,280,1585,1041,25,13,5,7,3,349
"Matija Boben","2019-2020",0,1,1,1,0,0,0,0,0,684,3232,1875,16,10,0,14,6,796
"Luca Mora","2019-2020",4,0,7,6,0,0,0,1,0,586,2755,1305,19,26,6,17,8,825
"Antonio Mazzotta","2019-2020",2,1,4,1,1,0,1,1,0,586,3172,1713,53,23,11,34,17,695
