,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1631,Opoku Ampomah,500,0,21,57.7,25,48.7,140,4,9,2019-2020,23,gh GHA,Düsseldorf,de Bundesliga,12,500,5.6,5,7,8,0,0,0,0,0,0,0,60,104,57.7,7,8,4,2,12,1089,286,34,43,79.1,14,26,53.8,11,19,57.9,21,13,0,5,2,1,0,0,0,0,0,0,0,0,140,1089,520,23,10,13,28,10,138,50,39,19,48.7,20,51.3,9,4,3,4,2,3,12,25,9,3,0,3,4,13,5,0,3,9,25,"FW,MF"
1632,Jan Morávek,474,1,10,74.6,40,80,117,8,23,2019-2020,29,cz CZE,Augsburg,de Bundesliga,11,474,5.3,4,7,7,0,1,1,0,0,0,0,138,185,74.6,5,8,5,0,17,2053,570,79,100,79,39,49,79.6,10,17,58.8,10,10,0,0,0,0,0,1,1,0,0,0,0,0,117,487,203,4,5,0,5,9,118,9,10,8,80,2,20,23,12,9,14,0,11,24,45.8,13,4,1,3,8,31,11,0,2,3,40,MF
1633,Amine Harit,"2,102",10,92,82.6,22.2,65.9,866,7,16,2019-2020,22,ma MAR,Schalke 04,de Bundesliga,25,"2,102",23.4,24,1,0,6,4,10,5,1,1,0,754,913,82.6,44,71,35,1,134,10689,3118,453,512,88.5,188,225,83.6,60,80,75,92,70,7,5,2,8,0,10,7,0,2,0,1,0,866,6156,3131,94,71,18,76,64,931,149,91,60,65.9,31,34.1,16,7,8,5,3,6,25,24,19,13,0,13,7,23,2,1,8,28,22.2,"MF,FW"
1634,Florian Hübner,850,0,7,79.2,52.1,100,161,16,16,2019-2020,28,de GER,Union Berlin,de Bundesliga,11,850,9.4,9,2,8,0,0,0,0,0,0,0,228,288,79.2,5,10,0,0,12,4497,1706,62,78,79.5,137,150,91.3,22,43,51.2,7,6,0,0,1,0,0,0,0,0,0,0,0,0,161,725,343,0,0,0,5,1,173,3,1,1,100,0,0,16,14,12,4,0,7,17,41.2,10,11,7,4,16,32,39,0,37,34,52.1,DF
1635,Ken Reichel,533,1,8,69.8,40,50,131,9,6,2019-2020,32,de GER,Union Berlin,de Bundesliga,7,533,5.9,6,1,14,0,0,0,0,0,0,0,180,258,69.8,2,9,3,3,16,2984,1364,95,108,88,68,97,70.1,14,37,37.8,8,4,1,0,1,2,0,1,1,0,0,0,0,0,131,666,367,8,5,1,7,2,144,15,4,2,50,2,50,6,3,2,3,1,3,13,23.1,10,8,1,7,9,15,12,0,8,12,40,DF
1636,Robin Koch,"2,705",0,39,83.5,64.8,100,1061,45,34,2019-2020,23,de GER,Freiburg,de Bundesliga,32,"2,705",30.1,31,1,0,1,0,1,1,0,0,0,1266,1517,83.5,12,80,14,3,103,28152,10004,285,338,84.3,750,839,89.4,215,289,74.4,39,33,0,1,4,1,0,0,0,0,0,0,0,0,1061,5972,3394,16,12,1,15,11,1179,11,7,7,100,0,0,34,20,20,13,1,11,26,42.3,15,30,22,8,45,79,94,4,114,62,64.8,"DF,MF"
1637,Moanes Dabbur,766,3,29,71.1,33.3,43.5,217,4,8,2019-2020,27,il ISR,Hoffenheim,de Bundesliga,14,766,8.5,11,3,0,4,0,4,4,0,0,0,180,253,71.1,8,23,8,1,27,2407,729,98,122,80.3,49,66,74.2,12,17,70.6,29,18,0,1,3,7,0,3,2,0,0,0,1,0,217,938,429,9,6,1,18,17,258,65,23,10,43.5,13,56.5,8,5,1,3,4,3,10,30,7,6,2,4,4,12,1,0,11,22,33.3,FW
1638,Juan Miranda,781,0,16,74.5,34.6,50,214,10,14,2019-2020,19,es ESP,Schalke 04,de Bundesliga,11,781,8.7,8,3,16,0,0,0,0,0,0,0,295,396,74.5,11,32,13,6,39,5304,2651,140,166,84.3,104,136,76.5,44,81,54.3,16,13,2,0,0,1,0,0,0,0,0,0,0,0,214,1071,581,15,9,1,15,5,253,37,6,3,50,3,50,14,10,8,6,0,6,18,33.3,12,12,4,8,10,24,27,1,9,17,34.6,DF
1639,Per Ciljan Skjelbred,"1,628",3,21,82.1,45.2,86.7,434,23,50,2019-2020,32,no NOR,Hertha BSC,de Bundesliga,24,"1,628",18.1,21,3,5,0,0,0,0,0,0,0,600,731,82.1,2,53,3,1,75,10711,3507,247,285,86.7,277,325,85.2,61,85,71.8,21,20,0,0,0,0,1,3,3,0,0,0,0,0,434,2723,1415,14,13,1,14,5,525,17,15,13,86.7,2,13.3,50,30,18,29,3,17,41,41.5,24,14,3,11,23,73,17,0,14,17,45.2,MF
1640,Sebastian Schonlau,"2,070",1,22,87.6,53.5,90,1107,40,64,2019-2020,24,de GER,Paderborn 07,de Bundesliga,23,"2,070",23,23,0,0,2,0,2,2,0,0,0,1288,1470,87.6,4,35,0,0,88,25820,9545,385,424,90.8,719,773,93,170,239,71.1,22,16,0,0,2,2,2,1,1,0,0,0,0,0,1107,7028,4056,14,4,0,21,2,1125,3,10,9,90,1,10,64,43,50,14,0,41,66,62.1,25,36,15,21,40,104,138,1,53,46,53.5,DF
