,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
611,Hjörtur Hermannsson,"2,123",0,21,76.8,57.6,100,639,24,31,2022-2023,27,is ISL,Pisa,it Serie B,27,"2,123",23.6,24,3,10,0,0,0,0,0,0,0,875,1140,76.8,6,65,10,5,96,18056,7832,268,312,85.9,470,558,84.2,126,244,51.6,21,17,4,0,0,0,0,0,0,0,0,0,0,0,639,3668,1868,11,5,0,13,2,731,8,1,1,100,0,0,31,20,20,11,0,15,24,62.5,9,18,9,9,24,55,69,0,38,28,57.6,DF
612,Gabriele Gori,"1,024",5,29,60.9,49.1,30.8,190,1,15,2022-2023,23,it ITA,US Reggina,it Serie B,34,"1,024",11.4,5,29,3,3,1,4,3,0,0,0,173,284,60.9,14,11,4,0,15,2257,329,109,160,68.1,49,77,63.6,5,11,45.5,29,21,0,1,6,0,1,5,5,0,0,0,0,0,190,816,263,6,4,3,29,25,301,66,13,4,30.8,8,61.5,15,8,5,8,2,5,14,35.7,9,8,0,8,1,16,7,0,57,59,49.1,"FW,MF"
613,Roberto Inglese,"1,392",3,24,64.8,40.5,46.7,269,1,10,2022-2023,30,it ITA,Parma,it Serie B,24,"1,392",15.5,16,8,8,4,1,5,4,0,0,0,169,261,64.8,12,9,4,1,18,2436,304,104,142,73.2,42,69,60.9,15,24,62.5,24,19,0,1,2,2,0,3,2,0,0,0,1,0,269,1268,313,17,7,7,52,38,345,77,30,14,46.7,14,46.7,10,4,3,4,3,4,15,26.7,11,16,0,16,1,11,4,0,34,50,40.5,FW
614,Tommaso Cassandro,"1,403",3,37,68.7,43.5,50,494,21,33,2022-2023,22,it ITA,Cittadella,it Serie B,18,"1,403",15.6,16,2,1,0,0,0,0,0,0,0,647,942,68.7,9,67,17,9,84,10996,5604,337,379,88.9,245,358,68.4,56,166,33.7,37,20,7,0,2,6,2,3,0,1,0,1,1,0,494,2407,1335,29,21,3,15,7,558,40,12,6,50,5,41.7,33,20,17,13,3,15,24,62.5,9,11,0,11,21,54,30,1,20,26,43.5,DF
615,Idrissa Touré,"1,987",3,42,67.3,59.8,37.7,494,29,44,2022-2023,24,de GER,Pisa,it Serie B,29,"1,987",22.1,23,6,2,3,2,5,3,0,0,0,486,722,67.3,23,53,20,6,78,6868,2305,289,373,77.5,150,230,65.2,20,46,43.5,42,38,0,3,1,0,0,3,3,0,0,0,0,0,494,2726,1107,28,26,3,46,37,591,106,61,23,37.7,36,59,44,27,23,14,7,19,39,48.7,20,28,5,23,29,73,36,0,110,74,59.8,"MF,DF"
616,Danilo Quaranta,"1,361",0,10,80.3,42.1,40,301,13,12,2022-2023,25,it ITA,Ascoli,it Serie B,18,"1,361",15.1,16,2,19,0,0,0,0,0,0,0,428,533,80.3,1,23,1,0,42,8078,3501,155,178,87.1,220,263,83.7,44,75,58.7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,301,1467,735,7,2,0,12,1,347,3,5,2,40,1,20,12,9,5,7,0,8,11,72.7,3,11,9,2,13,25,45,1,16,22,42.1,DF
617,Soufiane Bidaoui,889,2,28,79.6,16.7,48.4,244,0,8,2022-2023,32,ma MAR,2 Teams,it Serie B,19,889,9.9,9,10,12,0,1,1,0,0,0,0,218,274,79.6,11,10,3,1,18,2908,537,147,167,88,57,74,77,6,10,60,28,18,3,4,2,1,0,2,1,1,0,0,0,0,244,1598,863,34,14,24,25,16,286,71,31,15,48.4,11,35.5,8,3,3,4,1,2,9,22.2,7,5,0,5,0,8,2,0,2,10,16.7,FW
618,Tommaso D'Orazio,"2,199",3,30,68,46.4,41.7,609,33,60,2022-2023,32,it ITA,2 Teams,it Serie B,31,"2,199",24.4,27,4,3,2,0,2,2,0,0,0,741,1090,68,10,63,17,9,84,13810,5992,332,398,83.4,310,422,73.5,92,230,40,30,18,5,0,4,2,1,3,3,0,0,0,0,0,609,3751,2108,51,30,7,19,11,694,57,36,15,41.7,16,44.4,60,39,29,22,9,22,34,64.7,12,24,7,17,33,93,46,0,26,30,46.4,DF
619,Hernani,"2,278",11,98,70,52.6,50,696,17,35,2022-2023,28,br BRA,US Reggina,it Serie B,30,"2,278",25.3,27,3,2,7,4,11,4,3,3,0,763,1090,70,44,91,20,6,119,13406,4178,397,503,78.9,240,338,71,100,161,62.1,98,65,19,5,6,3,0,11,9,1,0,1,0,0,696,4673,2098,65,51,5,46,42,892,95,80,40,50,29,36.3,35,24,16,16,3,23,61,37.7,38,44,4,40,17,52,28,0,82,74,52.6,MF
620,Marcello Falzerano,"1,280",1,25,66.3,27.8,34.3,364,6,26,2022-2023,31,it ITA,Ascoli,it Serie B,22,"1,280",14.2,16,6,10,0,0,0,0,0,0,0,331,499,66.3,11,16,4,0,31,5309,1383,169,208,81.3,125,177,70.6,23,66,34.8,25,19,2,2,0,2,0,1,0,0,0,0,1,0,364,2229,895,33,16,10,28,20,394,87,35,12,34.3,18,51.4,26,12,18,4,4,10,19,52.6,9,15,1,14,6,32,13,0,5,13,27.8,"MF,DF"
