,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
33,Murillo,"2,789",4,30,76.9,48.7,57.1,985,37,50,2023-2024,21,br BRA,Nott'ham Forest,eng Premier League,32,"2,789",31,32,0,0,0,2,2,0,0,0,0,1122,1459,76.9,7,101,11,0,89,22965,10556,387,440,88,571,656,87,154,326,47.2,30,20,1,5,3,1,0,4,2,1,0,0,1,0,985,5485,3398,22,15,3,20,15,1090,7,35,20,57.1,15,42.9,50,31,36,13,1,19,33,57.6,14,41,24,17,37,87,188,0,38,40,48.7,DF
34,Aaron Hickey,713,0,7,87.7,10,35.7,212,3,16,2023-2024,21,sct SCO,Brentford,eng Premier League,9,713,7.9,9,0,0,0,0,0,0,0,0,0,243,277,87.7,1,10,2,0,21,3813,894,134,140,95.7,92,106,86.8,14,20,70,7,6,0,0,0,1,0,0,0,0,0,0,0,0,212,1107,505,9,3,1,14,5,225,13,14,5,35.7,5,35.7,16,9,9,3,4,7,7,100,0,7,3,4,3,19,10,0,1,9,10,DF
35,Diogo Jota,"1,145",14,48,72.8,30.9,36.6,350,7,23,2023-2024,26,pt POR,Liverpool,eng Premier League,21,"1,145",12.7,14,7,1,10,3,13,10,0,0,0,287,394,72.8,22,18,12,0,34,3995,939,185,227,81.5,83,104,79.8,11,17,64.7,48,36,0,5,3,4,0,14,7,0,4,1,2,0,350,2104,1239,54,29,23,42,18,427,111,41,15,36.6,21,51.2,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0,17,38,30.9,FW
36,André Gomes,508,1,18,76.6,11.1,25,183,3,7,2023-2024,30,pt POR,Everton,eng Premier League,12,508,5.6,3,9,4,1,0,1,1,0,0,0,223,291,76.6,4,24,6,1,36,3909,971,112,132,84.8,80,95,84.2,27,51,52.9,18,13,0,1,2,1,1,1,1,0,0,0,0,0,183,868,333,8,7,3,8,6,232,29,12,3,25,8,66.7,7,4,2,3,2,3,13,23.1,10,10,1,9,3,10,4,1,1,8,11.1,"MF,FW"
37,Cody Gakpo,"1,649",10,73,77.3,54.2,57.4,549,14,27,2023-2024,24,nl NED,Liverpool,eng Premier League,35,"1,649",18.3,17,18,0,8,5,13,8,0,0,0,436,564,77.3,25,43,32,5,83,6130,1738,266,315,84.4,136,183,74.3,18,24,75,73,47,1,6,12,5,2,10,6,0,1,2,1,0,549,3003,1472,43,31,13,44,32,618,130,54,31,57.4,17,31.5,27,17,8,14,5,8,25,32,17,21,4,17,14,41,7,0,32,27,54.2,"FW,MF"
38,Timothy Castagne,"2,634",2,50,81.2,52.2,56.7,879,38,49,2023-2024,27,be BEL,Fulham,eng Premier League,34,"2,634",29.3,29,5,1,1,3,4,1,0,0,0,1350,1662,81.2,18,74,17,8,77,21238,7361,705,794,88.8,514,595,86.4,91,162,56.2,50,39,2,4,4,0,1,2,2,0,0,0,0,0,879,3780,1855,48,25,6,25,10,1121,113,30,17,56.7,10,33.3,49,24,23,16,10,26,44,59.1,18,38,10,28,38,87,69,1,35,32,52.2,DF
39,Maxime Estève,"1,309",1,8,84,54.2,33.3,514,27,27,2023-2024,21,fr FRA,Burnley,eng Premier League,16,"1,309",14.5,15,1,0,0,0,0,0,0,0,0,690,821,84,1,41,0,0,40,11622,2998,308,343,89.8,336,371,90.6,36,79,45.6,8,6,0,0,0,2,0,1,1,0,0,0,0,0,514,2716,1664,15,18,2,5,3,600,3,3,1,33.3,0,0,27,10,15,12,0,18,32,56.3,14,21,10,11,27,54,56,0,26,22,54.2,DF
40,Albert Sambi Lokonga,"1,303",3,27,87.3,62.5,50,528,11,29,2023-2024,23,be BEL,Luton Town,eng Premier League,17,"1,303",14.5,16,1,0,1,3,4,1,0,0,0,669,766,87.3,9,68,6,1,72,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,27,22,0,0,1,3,1,3,3,0,0,0,0,0,528,3026,1706,29,19,2,12,11,597,13,22,11,50,7,31.8,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,15,9,62.5,MF
41,Lucas Digne,"2,410",4,74,75.1,63.6,30.3,840,26,47,2023-2024,30,fr FRA,Aston Villa,eng Premier League,33,"2,410",26.8,27,6,0,1,3,4,1,0,0,0,1015,1351,75.1,37,49,34,15,77,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,74,48,19,0,3,3,1,4,4,0,0,0,0,0,840,3630,1786,42,19,4,16,15,925,200,33,10,30.3,16,48.5,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0,42,24,63.6,DF
42,Declan Rice,"3,225",12,100,88.9,47.6,45.7,1675,44,83,2023-2024,24,eng ENG,Arsenal,eng Premier League,38,"3,225",35.8,37,1,0,7,8,15,7,0,0,0,2041,2295,88.9,47,240,39,2,278,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,100,71,16,3,5,0,5,12,6,5,0,1,0,0,1675,10194,5139,75,70,16,31,22,1928,64,46,21,45.7,20,43.5,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0,39,43,47.6,MF
