,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,
Rk,Player,Gls,Min,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
173,Loïc Bade,1,"1,449",2022-2023,22,fr FRA,Sevilla,es La Liga,19,"1,449",16.1,16,3,1,1,0,1,1,0,0,0,DF
174,Eray Cömert,1,"1,672",2022-2023,24,ch SUI,Valencia,es La Liga,23,"1,672",18.6,19,4,12,1,0,1,1,0,0,0,DF
175,Juanpe,1,"1,426",2022-2023,31,es ESP,Girona,es La Liga,19,"1,426",15.8,17,2,11,1,0,1,1,0,0,0,DF
176,Antonio Rüdiger,1,"2,415",2022-2023,29,de GER,Real Madrid,es La Liga,33,"2,415",26.8,26,7,2,1,0,1,1,0,0,0,DF
177,Yan Couto,1,"1,158",2022-2023,20,br BRA,Girona,es La Liga,25,"1,158",12.9,12,13,4,1,2,3,1,0,0,0,"DF,MF"
178,Gonzalo Verdú,1,703,2022-2023,33,es ESP,Elche,es La Liga,16,703,7.8,9,7,15,1,0,1,1,0,0,0,DF
179,Andreas Christensen,1,"1,760",2022-2023,26,dk DEN,Barcelona,es La Liga,23,"1,760",19.6,22,1,4,1,1,2,1,0,0,0,DF
180,Kike Pérez,1,"2,307",2022-2023,25,es ESP,Valladolid,es La Liga,36,"2,307",25.6,28,8,1,1,2,3,1,0,0,0,MF
181,Chumi,1,"1,489",2022-2023,23,es ESP,Almería,es La Liga,21,"1,489",16.5,15,6,9,1,0,1,1,0,0,0,DF
182,Catena,1,"3,103",2022-2023,27,es ESP,Rayo Vallecano,es La Liga,35,"3,103",34.5,35,0,0,1,1,2,1,0,0,0,DF
183,Nacho,1,"1,637",2022-2023,32,es ESP,Real Madrid,es La Liga,27,"1,637",18.2,18,9,9,1,1,2,1,0,0,0,DF
184,Juanmi Latasa,1,448,2022-2023,21,es ESP,Getafe,es La Liga,18,448,5,2,16,17,1,0,1,1,0,0,0,FW
185,Eric García,1,"1,417",2022-2023,21,es ESP,Barcelona,es La Liga,24,"1,417",15.7,15,9,14,1,0,1,1,0,0,0,"DF,MF"
186,Nicolás González,1,"1,405",2022-2023,20,es ESP,Valencia,es La Liga,26,"1,405",15.6,18,8,0,1,1,2,1,0,0,0,MF
187,Brian Ocampo,1,"1,119",2022-2023,23,uy URU,Cádiz,es La Liga,18,"1,119",12.4,15,3,1,1,1,2,1,0,0,0,"MF,FW"
188,Karim Rekik,1,"1,181",2022-2023,27,nl NED,Sevilla,es La Liga,16,"1,181",13.1,15,1,7,1,1,2,1,0,0,0,DF
189,Guido Rodríguez,1,"2,872",2022-2023,28,ar ARG,Betis,es La Liga,34,"2,872",31.9,33,1,1,1,0,1,1,0,0,0,MF
190,Shon Weissman,1,747,2022-2023,26,il ISR,Valladolid,es La Liga,15,747,8.3,6,9,1,1,0,1,1,0,0,0,FW
191,Hugo Duro,1,"1,385",2022-2023,22,es ESP,Valencia,es La Liga,30,"1,385",15.4,12,18,5,1,1,2,1,0,1,1,FW
192,Javier Guerra,1,605,2022-2023,19,es ESP,Valencia,es La Liga,10,605,6.7,6,4,7,1,0,1,1,0,0,0,MF
193,Anthony Lozano,1,"1,443",2022-2023,29,hn HON,Cádiz,es La Liga,28,"1,443",16,14,14,5,1,1,2,1,0,0,0,FW
194,Arnau Puigmal,1,763,2022-2023,21,es ESP,Almería,es La Liga,22,763,8.5,7,15,16,1,0,1,1,0,0,0,"MF,FW"
195,Íñigo Eguaras,1,967,2022-2023,30,es ESP,Almería,es La Liga,25,967,10.7,10,15,11,1,1,2,1,0,0,0,MF
196,Yeray Álvarez,1,"2,332",2022-2023,27,es ESP,Athletic Club,es La Liga,28,"2,332",25.9,27,1,2,1,1,2,1,0,0,0,DF
197,Martín Zubimendi,1,"3,101",2022-2023,23,es ESP,Real Sociedad,es La Liga,36,"3,101",34.5,35,1,0,1,3,4,1,0,0,0,MF
198,Iñigo Martínez,1,"1,338",2022-2023,31,es ESP,Athletic Club,es La Liga,15,"1,338",14.9,15,0,4,1,0,1,1,0,0,0,DF
199,Bernardo Espinosa,1,"1,225",2022-2023,33,co COL,Girona,es La Liga,20,"1,225",13.6,14,6,16,1,1,2,1,0,0,0,DF
200,Alberto Marí,1,86,2022-2023,21,es ESP,Valencia,es La Liga,5,86,1,0,5,6,1,0,1,1,0,0,0,"FW,MF"
