,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
31,Samu Castillejo,536,1,27,75.3,18.2,47.4,248,1,12,2023-2024,28,es ESP,Sassuolo,it Serie A,17,536,6,6,11,8,0,0,0,0,0,0,0,213,283,75.3,15,14,6,4,26,3239,693,109,120,90.8,86,107,80.4,10,37,27,27,22,2,1,1,1,0,1,1,0,0,0,0,0,248,1714,839,27,24,7,23,18,278,45,19,9,47.4,8,42.1,12,10,5,5,2,7,19,36.8,12,16,1,15,1,13,3,0,2,9,18.2,"FW,MF"
32,Giuseppe Pezzella,"1,085",1,19,74.2,72.2,40,364,2,25,2023-2024,25,it ITA,Empoli,it Serie A,19,"1,085",12.1,14,5,4,0,0,0,0,0,0,0,434,585,74.2,8,33,15,11,44,6940,2645,237,271,87.5,160,197,81.2,29,77,37.7,19,16,1,1,1,0,0,1,0,1,0,0,0,0,364,2324,1406,44,22,1,11,6,399,36,25,10,40,14,56,25,14,19,5,1,20,28,71.4,8,17,6,11,2,27,35,0,13,5,72.2,DF
33,Daichi Kamada,"1,544",2,47,87.9,15.8,60.9,627,18,53,2023-2024,26,jp JPN,Lazio,it Serie A,29,"1,544",17.2,17,12,9,2,2,4,2,0,0,0,810,921,87.9,24,70,13,1,96,13045,2683,422,461,91.5,320,346,92.5,51,71,71.8,47,34,0,5,3,3,2,2,1,0,0,1,0,0,627,3349,1676,40,30,18,25,15,847,78,23,14,60.9,7,30.4,53,36,22,22,9,28,52,53.8,24,24,5,19,18,71,7,0,3,16,15.8,MF
34,Demba Seck,723,2,21,77.6,26.1,33.3,208,2,12,2023-2024,22,sn SEN,2 Teams,it Serie A,20,723,8,8,12,13,0,0,0,0,0,0,0,156,201,77.6,5,11,6,0,21,2154,466,94,111,84.7,52,63,82.5,5,6,83.3,21,18,0,0,2,1,0,2,2,0,0,0,0,0,208,1770,860,34,29,16,21,13,224,48,33,11,33.3,15,45.5,12,7,3,7,2,7,9,77.8,2,4,0,4,2,14,1,0,6,17,26.1,MF
35,Bryan Cristante,"3,289",16,82,82,57.7,65.4,1438,25,72,2023-2024,28,it ITA,Roma,it Serie A,37,"3,289",36.5,37,0,0,3,4,7,3,0,0,0,1785,2178,82,30,229,37,6,234,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,82,69,0,0,9,4,0,16,9,0,0,6,1,0,1438,7211,3544,47,52,4,27,21,1860,80,26,17,65.4,8,30.8,72,41,33,28,11,28,50,56,22,36,6,30,25,97,55,2,82,60,57.7,"MF,DF"
36,Paweł Dawidowicz,"2,143",1,11,82.9,69.1,80,749,24,53,2023-2024,28,pl POL,Hellas Verona,it Serie A,28,"2,143",23.8,25,3,2,0,0,0,0,0,0,0,972,1173,82.9,2,60,2,0,89,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,11,8,1,0,2,0,0,1,0,0,0,1,0,0,749,3833,1819,11,8,0,13,5,787,5,5,4,80,1,20,53,30,33,18,2,17,29,58.6,12,17,9,8,24,77,114,1,67,30,69.1,DF
37,Olivier Giroud,"2,363",13,51,68.7,50.9,27.3,323,6,17,2023-2024,36,fr FRA,Milan,it Serie A,35,"2,363",26.3,28,7,1,15,8,23,11,4,5,1,338,492,68.7,32,24,7,0,28,4151,758,229,312,73.4,74,108,68.5,9,11,81.8,51,41,0,0,9,0,1,13,9,0,0,4,0,0,323,946,340,9,7,4,59,14,506,95,11,3,27.3,6,54.5,17,11,6,6,5,2,14,14.3,12,14,3,11,6,23,22,0,59,57,50.9,FW
38,Marco Pellegrino,613,0,3,83.6,34.5,33.3,201,11,9,2023-2024,21,ar ARG,2 Teams,it Serie A,11,613,6.8,5,6,15,0,0,0,0,0,0,0,254,304,83.6,1,8,0,0,10,4507,1576,102,114,89.5,135,149,90.6,17,37,45.9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,201,947,522,1,2,0,1,2,239,1,3,1,33.3,2,66.7,9,7,4,3,2,5,12,41.7,7,12,7,5,11,20,30,0,10,19,34.5,DF
39,Federico Gatti,"2,637",2,29,85.1,61.7,40.9,963,19,33,2023-2024,25,it ITA,Juventus,it Serie A,32,"2,637",29.3,30,2,5,4,0,4,4,0,0,0,1166,1370,85.1,10,103,7,5,122,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,29,23,0,2,2,1,1,2,1,0,0,1,0,0,963,5225,3233,52,31,1,24,12,1115,43,22,9,40.9,10,45.5,33,19,16,16,1,19,24,79.2,5,26,15,11,19,52,90,1,50,31,61.7,DF
40,Hassane Kamara,"2,225",5,51,73.3,53.3,55.6,557,26,45,2023-2024,29,ci CIV,Udinese,it Serie A,35,"2,225",24.7,27,8,2,1,1,2,1,0,0,0,600,818,73.3,21,42,25,17,81,9975,4049,293,337,86.9,239,311,76.8,52,114,45.6,51,41,2,3,2,1,2,5,4,0,0,1,0,0,557,3435,1732,61,36,9,34,19,580,94,54,30,55.6,22,40.7,45,32,26,13,6,25,38,65.8,13,29,2,27,26,71,66,0,16,14,53.3,DF
