,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1021,Jeffrey Gouweleeuw,"2,835",1,30,78.2,48.6,68.4,1105,69,36,2020-2021,29,nl NED,Augsburg,de Bundesliga,32,"2,835",31.5,32,0,1,1,0,1,1,0,0,0,1262,1613,78.2,13,120,13,3,131,26030,11425,378,437,86.5,695,775,89.7,172,353,48.7,30,24,1,0,1,1,3,1,1,0,0,0,0,0,1105,7096,3844,27,26,4,25,3,1128,8,19,13,68.4,6,31.6,36,20,24,11,1,16,33,48.5,17,37,18,19,69,105,149,2,52,55,48.6,DF
1022,Alessandro Schöpf,942,2,15,79.7,31.6,40,282,6,11,2020-2021,26,at AUT,Schalke 04,de Bundesliga,19,942,10.5,10,9,10,0,0,0,0,0,0,0,279,350,79.7,4,18,4,0,22,3671,898,169,198,85.4,79,91,86.8,8,13,61.5,15,9,2,2,1,1,0,2,2,0,0,0,0,0,282,1558,608,19,16,4,23,29,313,63,30,12,40,18,60,11,9,3,7,1,1,6,16.7,5,15,1,14,6,17,6,0,6,13,31.6,"FW,MF"
1023,Omar Mascarell,"1,762",1,16,81.1,50.9,50,547,37,41,2020-2021,27,gq EQG,Schalke 04,de Bundesliga,24,"1,762",19.6,21,3,3,1,1,2,1,0,0,0,725,894,81.1,5,53,6,0,69,13883,3943,281,324,86.7,324,369,87.8,106,152,69.7,16,12,3,0,1,0,0,1,0,1,0,0,0,0,547,2589,890,10,8,0,16,11,636,5,16,8,50,8,50,41,24,15,19,7,21,54,38.9,33,40,14,26,37,78,32,1,27,26,50.9,MF
1024,Davie Selke,813,1,20,51.6,47.8,18.2,151,1,3,2020-2021,25,de GER,Werder Bremen,de Bundesliga,23,813,9,7,16,4,3,1,4,2,1,1,0,112,217,51.6,8,8,5,1,15,1389,351,69,118,58.5,32,56,57.1,2,7,28.6,20,14,0,0,5,1,0,1,0,0,0,1,0,0,151,819,331,10,2,3,25,14,250,46,11,2,18.2,9,81.8,3,2,1,1,1,0,6,0,6,3,2,1,1,4,7,0,64,70,47.8,FW
1025,Jérôme Roussillon,"1,229",3,24,74.3,38.5,64.3,407,19,24,2020-2021,27,fr FRA,Wolfsburg,de Bundesliga,20,"1,229",13.7,14,6,6,0,2,2,0,0,0,0,498,670,74.3,15,31,11,6,43,8293,3196,228,262,87,222,291,76.3,37,82,45.1,24,18,2,3,1,0,0,3,2,0,1,0,0,0,407,2007,1103,35,24,8,25,15,490,69,28,18,64.3,10,35.7,24,12,14,8,2,11,20,55,9,10,1,9,19,43,28,0,10,16,38.5,DF
1026,Christian Groß,"1,468",1,17,84.9,51.6,83.3,615,24,44,2020-2021,31,de GER,Werder Bremen,de Bundesliga,23,"1,468",16.3,17,6,3,0,1,1,0,0,0,0,739,870,84.9,6,45,2,0,55,12755,3903,335,367,91.3,339,389,87.1,57,88,64.8,17,15,0,1,1,0,0,1,1,0,0,0,0,0,615,3161,1615,14,9,1,11,7,635,9,12,10,83.3,2,16.7,44,28,17,25,2,15,37,40.5,22,12,2,10,24,68,37,0,16,15,51.6,"MF,DF"
1027,Salih Özcan,"1,371",3,28,79.1,53.1,38.9,454,20,21,2020-2021,22,tr TUR,Köln,de Bundesliga,28,"1,371",15.2,15,13,6,0,1,1,0,0,0,0,556,703,79.1,12,40,3,1,49,9192,2349,265,312,84.9,221,265,83.4,44,72,61.1,28,20,3,1,0,4,0,3,3,0,0,0,0,0,454,2242,1018,16,15,2,35,22,532,50,18,7,38.9,11,61.1,21,13,11,10,0,12,33,36.4,21,11,2,9,20,41,14,1,34,30,53.1,MF
1028,Daichi Kamada,"2,356",17,112,72.9,32,53.2,662,14,48,2020-2021,23,jp JPN,Eint Frankfurt,de Bundesliga,32,"2,356",26.2,28,4,1,5,12,17,5,0,0,0,730,1002,72.9,56,77,31,5,124,11788,3433,390,467,83.5,259,326,79.4,63,129,48.8,112,73,25,1,3,8,2,17,12,3,0,0,2,0,662,3684,1848,63,41,20,60,41,868,210,62,33,53.2,29,46.8,48,28,21,16,11,16,49,32.7,33,18,1,17,14,62,22,0,16,34,32,MF
1029,Sasa Kalajdzic,"2,136",9,52,68,56.4,48.4,454,9,16,2020-2021,23,at AUT,Stuttgart,de Bundesliga,33,"2,136",23.7,23,10,1,16,5,21,16,0,0,0,455,669,68,26,24,9,0,46,5933,998,282,369,76.4,121,178,68,17,29,58.6,52,40,0,1,4,7,0,9,6,0,1,0,2,0,454,1779,538,18,16,9,79,30,731,166,31,15,48.4,16,51.6,16,12,4,5,7,2,17,11.8,15,10,1,9,9,25,21,0,93,72,56.4,FW
1030,Hwang Hee-chan,460,2,10,64.1,31.3,72.7,101,1,3,2020-2021,24,kr KOR,RB Leipzig,de Bundesliga,18,460,5.1,3,15,9,0,1,1,0,0,0,0,82,128,64.1,3,2,1,0,7,1011,175,45,63,71.4,24,40,60,3,8,37.5,10,5,0,3,1,1,0,2,1,0,0,1,0,0,101,679,283,14,8,7,11,12,136,40,11,8,72.7,3,27.3,3,2,1,0,2,1,7,14.3,6,4,0,4,1,4,1,0,5,11,31.3,"FW,MF"
