,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
2001,Valentino Lazaro,"1,864",9,55,68.7,32.3,35.5,471,15,33,2017-2018,21,at AUT,Hertha BSC,de Bundesliga,26,"1,864",20.7,19,7,0,2,5,7,2,0,0,0,477,694,68.7,29,38,22,11,59,7422,2238,251,306,82,164,219,74.9,38,108,35.2,55,39,9,3,1,2,1,9,6,2,1,0,0,0,471,2701,1064,33,32,11,23,25,568,136,62,22,35.5,40,64.5,33,28,11,12,10,15,31,48.4,16,35,2,33,15,48,32,0,20,42,32.3,"MF,FW"
2002,Weston McKennie,"1,263",1,21,71.1,55.3,33.3,267,20,36,2017-2018,18,us USA,Schalke 04,de Bundesliga,22,"1,263",14,13,9,4,0,0,0,0,0,0,0,364,512,71.1,10,36,9,1,55,5941,1816,181,226,80.1,146,199,73.4,25,60,41.7,21,19,1,0,0,0,1,1,1,0,0,0,0,0,267,1349,479,10,12,0,15,13,346,29,24,8,33.3,16,66.7,36,23,11,21,4,13,32,40.6,19,16,2,14,20,56,32,0,26,21,55.3,MF
2003,Naldo,"3,060",4,30,85.2,79.9,69.2,952,55,51,2017-2018,34,br BRA,Schalke 04,de Bundesliga,34,"3,060",34,34,0,0,7,2,9,7,0,0,0,1453,1705,85.2,14,50,8,0,73,31771,10960,337,386,87.3,878,969,90.6,232,325,71.4,30,24,0,0,5,1,0,4,2,0,0,2,0,0,952,3954,1844,9,7,0,9,1,1211,6,13,9,69.2,4,30.8,51,36,38,12,1,31,46,67.4,15,39,21,18,55,106,200,1,159,40,79.9,DF
2004,Kingsley Coman,"1,153",7,69,79.4,57.7,58.1,568,7,11,2017-2018,21,fr FRA,Bayern Munich,de Bundesliga,21,"1,153",12.8,10,11,0,3,3,6,3,0,0,0,486,612,79.4,22,26,22,6,60,8391,1458,222,253,87.7,227,280,81.1,31,58,53.4,69,52,0,10,3,4,0,7,4,0,2,0,1,0,568,4515,2552,97,46,40,29,19,633,202,93,54,58.1,39,41.9,11,10,2,6,3,5,10,50,5,6,0,6,7,18,1,0,15,11,57.7,"FW,MF"
2005,Raphaël Guerreiro,547,2,17,79.9,25,47.1,269,11,10,2017-2018,23,pt POR,Dortmund,de Bundesliga,9,547,6.1,6,3,2,1,1,2,1,0,0,0,334,418,79.9,9,16,5,1,33,4607,1369,192,218,88.1,116,144,80.6,10,30,33.3,17,15,1,1,0,0,0,2,2,0,0,0,0,0,269,1342,538,9,14,5,11,7,341,61,17,8,47.1,9,52.9,10,8,5,4,1,2,5,40,3,3,0,3,11,21,8,0,3,9,25,"DF,MF"
2006,Marvin Bakalorz,"2,055",5,43,68.8,54.2,40.5,452,20,44,2017-2018,27,de GER,Hannover 96,de Bundesliga,28,"2,055",22.8,23,5,6,0,1,1,0,0,0,0,432,628,68.8,14,58,11,0,72,7138,2289,225,289,77.9,145,207,70,47,87,54,43,28,0,4,3,8,0,5,3,0,1,1,0,0,452,2475,1022,21,24,4,32,36,527,62,37,15,40.5,22,59.5,44,25,19,23,2,22,37,59.5,15,38,7,31,20,64,46,1,32,27,54.2,MF
2007,David Alaba,"1,551",4,53,84.2,46.9,35.3,886,10,23,2017-2018,25,at AUT,Bayern Munich,de Bundesliga,23,"1,551",17.2,17,6,0,2,2,4,2,0,0,0,1126,1338,84.2,22,90,23,12,110,18331,5513,538,585,92,502,588,85.4,62,106,58.5,53,44,4,1,3,0,1,4,4,0,0,0,0,0,886,4048,2328,53,45,6,7,5,1030,178,34,12,35.3,22,64.7,23,14,11,9,3,14,20,70,6,21,6,15,10,33,23,0,15,17,46.9,DF
2008,Mats Hummels,"2,213",3,39,87,64.9,54.5,1262,55,62,2017-2018,28,de GER,Bayern Munich,de Bundesliga,26,"2,213",24.6,25,1,5,1,1,2,1,0,0,0,1768,2032,87,7,194,11,0,184,37959,17092,430,488,88.1,1076,1153,93.3,250,363,68.9,39,36,0,0,2,0,1,3,2,0,0,1,0,0,1262,6578,4697,25,26,1,10,6,1584,13,22,12,54.5,10,45.5,62,52,41,18,3,35,51,68.6,16,31,12,19,55,117,59,2,72,39,64.9,DF
2009,Maximilian Philipp,"1,203",7,40,71.3,50,64,253,6,24,2017-2018,23,de GER,Dortmund,de Bundesliga,20,"1,203",13.4,15,5,2,9,1,10,9,0,0,0,221,310,71.3,14,16,10,1,28,3079,757,129,165,78.2,58,85,68.2,12,14,85.7,40,22,1,3,8,4,2,7,3,0,0,4,0,0,253,1441,608,13,10,6,25,19,349,114,25,16,64,9,36,24,19,9,12,3,6,19,31.6,13,12,0,12,6,30,7,0,23,23,50,FW
