,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
1621,Marc Cucurella,"3,237",11,111,65,39.2,46,873,36,74,2019-2020,21,es ESP,Getafe,es La Liga,37,"3,237",36,37,0,0,1,5,6,1,0,0,0,916,1409,65,53,97,52,21,153,14483,5633,479,587,81.6,307,448,68.5,84,224,37.5,111,85,6,4,3,9,4,11,9,0,0,0,1,1,873,4319,2217,62,53,9,76,34,965,202,50,23,46,27,54,74,51,23,38,13,24,76,31.6,52,58,8,50,36,110,28,1,51,79,39.2,"MF,DF"
1622,Rubén Peña,"1,909",6,38,77.4,46.5,46.4,796,35,42,2019-2020,28,es ESP,Villarreal,es La Liga,26,"1,909",21.2,21,5,7,2,2,4,2,0,0,0,1015,1312,77.4,18,61,19,11,90,16885,6169,496,571,86.9,404,490,82.4,90,175,51.4,38,31,1,3,1,2,0,6,4,0,1,0,1,0,796,4330,2362,55,39,7,34,19,922,115,56,26,46.4,30,53.6,42,24,23,19,0,17,50,34,33,25,8,17,35,77,58,2,20,23,46.5,DF
1623,Rodrigo,"1,880",14,52,73.6,33.3,61.1,581,9,10,2019-2020,28,es ESP,Valencia,es La Liga,27,"1,880",20.9,23,4,0,4,7,11,4,0,0,0,470,639,73.6,27,42,26,7,77,7297,1590,242,299,80.9,144,188,76.6,42,78,53.8,52,41,1,3,3,4,0,14,9,1,2,0,2,0,581,3496,1652,60,39,18,43,23,687,143,36,22,61.1,13,36.1,10,6,4,5,1,2,23,8.7,21,9,1,8,9,19,13,0,28,56,33.3,FW
1624,Rubén Duarte,"2,663",7,40,67.3,50.5,33.3,721,47,61,2019-2020,23,es ESP,Alavés,es La Liga,31,"2,663",29.6,30,1,1,0,1,1,0,0,0,0,912,1356,67.3,13,87,17,9,107,15201,7662,451,533,84.6,355,516,68.8,80,226,35.4,40,23,6,0,4,6,1,7,2,2,0,1,2,0,721,3084,1578,29,24,2,23,12,707,49,12,4,33.3,8,66.7,61,32,30,28,3,34,60,56.7,26,30,8,22,47,108,71,0,55,54,50.5,DF
1625,Mikel Balenziaga,563,0,4,69.8,76.9,100,114,2,15,2019-2020,31,es ESP,Athletic Club,es La Liga,9,563,6.3,6,3,11,0,0,0,0,0,0,0,183,262,69.8,0,10,2,1,15,2816,1179,109,127,85.8,56,81,69.1,15,32,46.9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,114,575,313,5,6,0,3,2,144,9,3,3,100,0,0,15,10,4,10,1,9,11,81.8,2,4,1,3,2,17,20,0,10,3,76.9,DF
1626,Ander Barrenetxea,442,1,19,72,40,56.4,195,3,12,2019-2020,17,es ESP,Real Sociedad,es La Liga,17,442,4.9,3,14,9,1,0,1,1,0,0,0,134,186,72,8,9,8,1,20,2043,491,74,88,84.1,43,61,70.5,9,15,60,19,16,0,3,0,0,0,1,1,0,0,0,0,0,195,1429,716,28,8,19,14,12,206,65,39,22,56.4,16,41,12,9,5,5,2,4,10,40,6,3,0,3,3,15,4,0,4,6,40,"FW,MF"
1627,Kieran Trippier,"1,979",8,75,70.7,51,72.2,720,24,52,2019-2020,28,eng ENG,Atlético Madrid,es La Liga,25,"1,979",22,23,2,8,0,4,4,0,0,0,0,939,1329,70.7,40,67,53,9,115,15231,6986,481,528,91.1,323,458,70.5,91,240,37.9,75,44,31,0,0,0,0,8,6,2,0,0,0,0,720,3148,1561,49,30,6,22,10,790,124,18,13,72.2,5,27.8,52,34,24,21,7,34,53,64.2,19,33,7,26,24,76,46,0,26,25,51,DF
1628,Aihen Muñoz,981,2,8,76.1,54.3,45.5,387,2,28,2019-2020,21,es ESP,Real Sociedad,es La Liga,15,981,10.9,11,4,14,0,0,0,0,0,0,0,502,660,76.1,1,21,7,7,24,7833,2552,255,288,88.5,210,253,83,28,89,31.5,8,6,0,0,0,1,1,2,1,0,0,0,0,1,387,1748,950,19,15,4,9,10,438,55,11,5,45.5,6,54.5,28,18,13,12,3,18,27,66.7,9,13,2,11,2,30,19,0,19,16,54.3,DF
1629,Hernâni Fortes,654,0,20,50.9,10,36.8,177,4,5,2019-2020,27,pt POR,Levante,es La Liga,20,654,7.3,5,15,11,2,0,2,2,0,0,0,85,167,50.9,11,2,10,7,8,1520,521,43,56,76.8,27,58,46.6,13,34,38.2,20,13,1,4,0,2,0,0,0,0,0,0,0,0,177,1482,836,39,22,14,14,7,182,61,19,7,36.8,12,63.2,5,2,4,0,1,1,3,33.3,2,3,0,3,4,9,9,0,1,9,10,"MF,FW"
1630,Dani García,"3,029",2,37,80.8,56,62.5,815,52,59,2019-2020,29,es ESP,Athletic Club,es La Liga,36,"3,029",33.7,33,3,0,0,1,1,0,0,0,0,1240,1535,80.8,14,111,4,1,128,24170,6352,449,524,85.7,559,644,86.8,197,286,68.9,37,28,4,0,2,1,2,2,2,0,0,0,0,0,815,3223,1377,6,14,1,26,17,1030,15,16,10,62.5,6,37.5,59,30,30,27,2,30,86,34.9,56,25,7,18,52,111,56,1,61,48,56,MF
