,,,,,,,,,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,Total,,Short,,,Medium,,,Long,,,,SCA Types,,,,,,,GCA Types,,,,,,Carries,,,,,,,,Receiving,,Take-Ons,,,,,Tackles,,,,,Challenges,,,,Blocks,,,,,,,Aerial Duels,,,
Rk,Player,Min,GCA,SCA,Cmp%,Won%,Succ%,Carries,Int,Tkl,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,3-Jan,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,3-Jan,CPA,Mis,Dis,Rec,PrgR,Att,Succ,Succ%,Tkld,Tkld%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Pos
411,David Alaba,"1,838",4,27,87.6,57.9,75,779,14,15,2022-2023,30,at AUT,Real Madrid,es La Liga,23,"1,838",20.4,21,2,3,1,3,4,1,0,0,0,1042,1189,87.6,16,68,9,4,67,15258,5475,601,626,96,340,388,87.6,53,99,53.5,27,23,3,0,1,0,0,4,3,0,0,1,0,0,779,3566,2070,16,24,2,7,5,938,60,4,3,75,1,25,15,11,8,4,3,9,15,60,6,18,9,9,14,29,37,1,11,8,57.9,DF
412,Óscar Mingueza,"1,284",0,24,79.4,50,50,596,12,37,2022-2023,23,es ESP,Celta Vigo,es La Liga,21,"1,284",14.3,13,8,6,0,0,0,0,0,0,0,721,908,79.4,11,70,13,4,69,12216,4925,370,408,90.7,285,338,84.3,58,126,46,24,23,0,0,1,0,0,0,0,0,0,0,0,0,596,3238,1751,24,19,2,18,11,649,40,28,14,50,7,25,37,21,27,9,1,25,32,78.1,7,10,4,6,12,49,25,0,8,8,50,DF
413,Franck Kessié,990,2,21,85.6,46.7,50,349,12,15,2022-2023,25,ci CIV,Barcelona,es La Liga,28,990,11,7,21,7,1,1,2,1,0,0,0,391,457,85.6,8,23,6,1,39,5955,1170,207,231,89.6,152,174,87.4,20,29,69,21,15,0,2,4,0,0,2,1,0,0,1,0,0,349,1736,677,14,12,2,23,10,427,43,18,9,50,6,33.3,15,9,6,6,3,8,18,44.4,10,10,2,8,12,27,11,2,7,8,46.7,MF
414,Sergio Akieme,"2,297",3,36,77.4,48.3,52.9,660,14,27,2022-2023,24,es ESP,Almería,es La Liga,29,"2,297",25.5,27,2,4,1,0,1,1,0,0,0,821,1061,77.4,21,43,22,17,58,13314,5012,430,485,88.7,315,386,81.6,52,128,40.6,36,29,1,1,3,0,2,3,2,0,1,0,0,0,660,4200,2232,60,34,11,29,25,710,84,51,27,52.9,18,35.3,27,16,19,6,2,12,22,54.5,10,22,6,16,14,41,41,0,14,15,48.3,DF
415,Sergi Darder,"3,320",11,150,72.5,48,50.4,1214,24,69,2022-2023,28,es ESP,Espanyol,es La Liga,38,"3,320",36.9,38,0,0,6,3,9,6,0,0,0,1181,1628,72.5,73,158,52,16,233,22446,8537,488,563,86.7,509,619,82.2,163,362,45,150,98,35,8,4,4,1,11,9,1,0,1,0,0,1214,8752,4719,111,95,9,43,26,1273,75,135,68,50.4,54,40,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0,12,13,48,MF
416,Srđan Babić,"2,998",1,20,85.4,60.7,50,891,29,28,2022-2023,26,rs SRB,Almería,es La Liga,34,"2,998",33.3,33,1,3,3,0,3,3,0,0,0,1172,1373,85.4,7,55,3,1,63,23290,8365,382,420,91,637,700,91,142,223,63.7,20,18,0,0,2,0,0,1,0,0,0,1,0,0,891,4831,2792,21,13,1,10,3,1013,5,8,4,50,4,50,28,18,20,8,0,15,32,46.9,17,34,22,12,29,57,124,1,71,46,60.7,DF
417,Federico Valverde,"2,502",14,81,87,73.8,70.5,1190,17,31,2022-2023,24,uy URU,Real Madrid,es La Liga,34,"2,502",27.8,29,5,4,7,4,11,7,0,0,0,1427,1641,87,43,118,45,6,151,21092,4276,855,915,93.4,424,489,86.7,99,136,72.8,81,77,0,2,1,1,0,14,13,0,1,0,0,0,1190,6633,3349,70,68,8,21,7,1485,135,44,31,70.5,10,22.7,31,20,14,11,6,13,26,50,13,31,4,27,17,48,15,0,31,11,73.8,"MF,FW"
418,Sergio León,"1,334",3,26,67,27.7,33.3,210,0,6,2022-2023,33,es ESP,Valladolid,es La Liga,29,"1,334",14.8,14,15,7,6,1,7,5,1,2,1,138,206,67,12,5,6,1,22,2143,398,72,92,78.3,46,65,70.8,9,20,45,26,17,2,2,3,2,0,3,2,0,0,1,0,0,210,1122,563,21,16,6,45,17,242,75,30,10,33.3,17,56.7,6,4,0,4,2,3,6,50,3,6,0,6,0,6,4,0,18,47,27.7,FW
419,Roger Martí,"1,294",1,25,72.7,31.4,57.1,255,3,11,2022-2023,31,es ESP,2 Teams,es La Liga,26,"1,294",14.4,16,10,7,1,1,2,1,0,0,0,210,289,72.7,14,10,4,2,12,2478,482,138,166,83.1,40,57,70.2,8,15,53.3,25,16,0,1,4,2,2,1,1,0,0,0,0,0,255,1040,333,15,11,9,54,18,289,84,14,8,57.1,5,35.7,11,6,5,5,1,2,13,15.4,11,11,0,11,3,14,14,0,16,35,31.4,FW
420,Raúl Guti,"1,117",2,16,80,37.5,38.5,307,8,18,2022-2023,25,es ESP,Elche,es La Liga,28,"1,117",12.4,12,16,9,0,0,0,0,0,0,0,327,409,80,2,26,6,1,32,4925,1368,194,217,89.4,87,103,84.5,30,52,57.7,16,13,0,1,2,0,0,2,2,0,0,0,0,0,307,1210,445,4,13,2,14,18,358,17,13,5,38.5,8,61.5,18,12,8,9,1,8,18,44.4,10,10,3,7,8,26,6,0,6,10,37.5,MF
